# DIAMOND v2.0.14. http://github.com/bbuchfink/diamond
# Invocation: diamond blastx -d /data/dragonen/01.Active_Projects/2024.Subglacial_Precip/databases/diamond/NCyc_100_2 -q S4_S5_unmappedhpcc_contig.fa -o S4_S5_unmappedhpcc_contig_NCycDB_1.tsv -k 1 -e 0.00000000001 --query-cover 80 --id 60 --outfmt 6 --header
# Fields: Query ID, Subject ID, Percentage of identical matches, Alignment length, Number of mismatches, Number of gap openings, Start of alignment in query, End of alignment in query, Start of alignment in subject, End of alignment in subject, Expected value, Bit score
contig-100_617	C1AC96	65.7	792	248	5	2633	264	537	1306	0.0	964
contig-100_2383	290397.Adeh_1764_[description=hao_ontology=ENOG410XPVG_source=eggNOG]	63.4	393	139	2	1346	180	142	533	8.37e-180	515
contig-100_3248	320771.Cflav_PD6495_[description=nirK_homolog_ontology=ENOG410XRN7_source=eggNOG]	62.9	380	137	1	45	1172	271	650	9.41e-176	515
contig-100_3317	G6EJM1	77.4	319	72	0	207	1163	107	425	4.27e-182	526
contig-100_3366	c98b781561cacc5f1f24575ae03f4b99_[description=nirK_homolog_ontology=SS24836_source=m5nr]	93.8	385	24	0	1	1155	438	822	1.09e-257	727
contig-100_4745	1ef6627eafc40502502bc064e6060825_[description=nirS_homolog_ontology=SS17072_source=m5nr]	66.0	268	90	1	881	81	364	631	1.57e-106	329
contig-100_4840	226226990_[description=nosZ_homolog_ontology=COG0542_source=COG]	83.9	330	53	0	1	990	254	583	2.87e-181	524
contig-100_5019	d70d36ca74b233843d89cacd0aa96c0e_[description=nirS_homolog_ontology=SS18440_source=m5nr]	88.0	299	36	0	976	80	184	482	5.15e-196	549
contig-100_5602	8116a3a1469db04a3eb6422b15b4ec5a_[description=nirK_homolog_ontology=SS22271_source=m5nr]	78.7	263	55	1	3	788	261	523	2.90e-142	413
contig-100_5779	330214.NIDE1131_[description=nirK_homolog_ontology=ENOG410XRN7_source=eggNOG]	69.8	305	90	2	920	6	577	879	2.61e-149	443
contig-100_5947	A0A0Q8LDN9	92.7	275	20	0	908	84	139	413	4.65e-194	544
contig-100_6907	A0A0C5J1G8	81.4	269	46	1	852	58	216	484	1.43e-154	454
contig-100_7129	a22fe6318dfe215068c18bff2f128d64_[description=nrfA_ontology=SS22638_source=m5nr]	76.5	281	66	0	2	844	64	344	3.53e-169	479
contig-100_7229	220921795_[description=narB_homolog_ontology=COG0369_source=COG]	60.4	283	104	3	7	837	184	464	8.52e-108	326
contig-100_7271	D2QYX3	73.4	263	70	0	791	3	1	263	1.93e-131	391
contig-100_7411	A0A0Q8LJ16	93.3	270	18	0	812	3	543	812	1.97e-183	540
contig-100_7494	378806.STAUR_1048_[description=nirK_homolog_ontology=ENOG410XRN7_source=eggNOG]	74.4	277	69	2	826	2	434	710	1.03e-150	445
contig-100_7749	0f7c22c809d538e1c3952895d1f5d7b9_[description=nmo_homolog_ontology=SS14056_source=m5nr]	64.6	223	71	2	814	161	653	872	1.29e-86	278
contig-100_7866	b68762c97ae91e996048fe3c5ca414ff_[description=nmo_ontology=SS05325_source=m5nr]	66.3	240	81	0	810	91	131	370	2.98e-111	327
contig-100_7919	312284.A20C1_07111_[description=nmo_homolog_ontology=COG0517_source=eggNOG]	89.8	226	23	0	803	126	275	500	8.86e-137	397
contig-100_8033	392375496_[description=nirS_homolog_ontology=COG0513_source=COG]	61.9	231	88	0	73	765	152	382	2.68e-93	283
contig-100_8573	337281289_[description=gdh_K15371_homolog_ontology=COG1200_source=COG]	61.9	268	94	2	781	2	292	559	2.88e-104	319
contig-100_8923	347539504_[description=nirK_homolog_ontology=COG0320_source=COG]	79.1	211	44	0	3	635	105	315	5.14e-119	344
contig-100_9120	217969041_[description=nirK_homolog_ontology=COG1410_source=COG]	65.2	256	85	3	759	1	826	1080	4.31e-102	324
contig-100_9454	410668518_[description=nirK_homolog_ontology=COG4930_source=COG]	76.4	250	58	1	748	2	352	601	4.57e-130	385
contig-100_9742	284043335_[description=nmo_homolog_ontology=COG0516_source=COG]	82.8	215	37	0	741	97	155	369	1.47e-120	351
