# DIAMOND v2.0.14. http://github.com/bbuchfink/diamond
# Invocation: diamond blastx -d /data/dragonen/01.Active_Projects/2024.Subglacial_Precip/databases/diamond/NCyc_100_2 -q S7_unmappedhpcc_contig.fa -o S7_unmappedhpcc_contig_NCycDB_1.tsv -k 1 -e 0.00000000001 --query-cover 80 --id 60 --outfmt 6 --header
# Fields: Query ID, Subject ID, Percentage of identical matches, Alignment length, Number of mismatches, Number of gap openings, Start of alignment in query, End of alignment in query, Start of alignment in subject, End of alignment in subject, Expected value, Bit score
contig-100_369	49295749f60ca5fe6d6e29b8ca4657a5_[description=nirS_homolog_ontology=SS18440_source=m5nr]	75.2	479	118	1	1693	260	1	479	2.51e-266	737
contig-100_511	91788305_[description=nmo_ontology=COG2070_source=COG]	94.0	485	29	0	3	1457	5	489	0.0	881
contig-100_534	91786085_[description=nirK_homolog_ontology=COG1410_source=COG]	91.3	517	45	0	1552	2	211	727	0.0	950
contig-100_672	1001994.MY1_1689_[description=nmo_homolog_ontology=COG0517_source=eggNOG]	95.0	442	22	0	3	1328	36	477	7.00e-296	808
contig-100_726	91787907_[description=nosZ_homolog_ontology=COG1219_source=COG]	95.0	421	21	0	1350	88	1	421	4.88e-284	775
contig-100_791	070c83ab3e4e44a45a31dc0dfb662f1f_[description=nosZ_homolog_ontology=SS16178_source=m5nr]	79.4	384	77	2	3	1148	106	489	3.41e-214	601
contig-100_1033	191fc24e5420172a12bf0a87d2917841_[description=nosZ_homolog_ontology=SS11615_source=m5nr]	63.2	413	118	4	1211	3	276	664	1.13e-164	494
contig-100_1200	dc61034550bdabde0777a91fed4b8133_[description=nirS_homolog_ontology=SS22182_source=m5nr]	68.2	343	108	1	176	1201	1	343	2.62e-159	457
contig-100_1334	270374.MELB17_12927_[description=gs_K00265_ontology=COG0067_source=eggNOG]	87.5	391	45	1	1161	1	283	673	2.10e-234	686
contig-100_1385	A0A081RMZ5	82.4	319	42	2	202	1146	104	412	2.05e-198	558
contig-100_1522	191fc24e5420172a12bf0a87d2917841_[description=nosZ_homolog_ontology=SS11615_source=m5nr]	63.3	338	107	4	1104	94	788	1109	1.54e-133	410
contig-100_1586	91788813_[description=ansB_ontology=COG0252_source=COG]	67.7	316	101	1	68	1015	1	315	3.31e-141	405
contig-100_1709	266264.Rmet_0918_[description=nirK_homolog_ontology=COG0119_source=eggNOG]	82.9	351	60	0	3	1055	34	384	5.79e-208	582
contig-100_1903	0d90e501c401f78f7558f29d284ae381_[description=ureB_homolog_ontology=SS20334_source=m5nr]	84.7	294	43	1	882	1	68	359	2.04e-163	464
contig-100_1911	435848972_[description=gdh_K00261_homolog_ontology=COG0443_source=COG]	63.4	322	116	2	54	1019	5	324	4.39e-135	400
contig-100_2012	538395207_[description=nosZ_homolog_ontology=COG0318_source=COG]	82.0	327	57	1	1002	28	185	511	4.24e-195	548
contig-100_2211	160898405_[description=gdh_K15371_homolog_ontology=COG1982_source=COG]	77.4	301	63	3	4	891	466	766	3.37e-169	494
contig-100_2417	0e791f3e4a6e2591709b905ec6f85e17_[description=gdh_K15371_homolog_ontology=SS23341_source=m5nr]	67.9	305	91	2	5	919	76	373	3.31e-152	437
contig-100_2452	887062.HGR_13869_[description=glnA_ontology=COG0174_source=eggNOG]	90.8	293	27	0	53	931	1	293	5.26e-201	560
contig-100_2623	53804495_[description=nmo_homolog_ontology=COG0495_source=COG]	68.4	304	65	4	912	1	164	436	1.52e-136	410
contig-100_2680	91786693_[description=gs_K00284_ontology=COG0070_source=COG]	94.4	301	17	0	904	2	1091	1391	1.01e-189	565
contig-100_2849	fc028127b11bf49de58e303a07c98f97_[description=nirS_homolog_ontology=SS24700_source=m5nr]	68.8	276	85	1	883	59	40	315	1.73e-135	388
contig-100_3200	91790434_[description=nmo_homolog_ontology=COG0495_source=COG]	84.2	266	38	1	43	840	1	262	2.12e-162	475
contig-100_3236	189502402_[description=nosZ_homolog_ontology=COG0542_source=COG]	65.2	276	96	0	834	7	155	430	2.08e-125	379
contig-100_3412	1002339.HMPREF9373_0395_[description=nmo_homolog_ontology=COG0167_source=eggNOG]	62.8	242	90	0	6	731	45	286	6.45e-100	298
contig-100_3512	d53f8648af4d01cbe700b4d08b11b600_[description=nmo_homolog_ontology=SS18509_source=m5nr]	77.2	219	50	0	810	154	173	391	1.93e-119	349
contig-100_3588	c8b8d23aba75253d8e0cb13a8f8e9887_[description=nirS_homolog_ontology=SS14454_source=m5nr]	71.1	239	69	0	805	89	111	349	3.37e-127	367
contig-100_3787	f7f51b60bca53534fd40c19dceb0e9e5_[description=nosZ_homolog_ontology=SS16178_source=m5nr]	84.3	261	34	3	782	3	127	381	2.46e-140	414
contig-100_3850	220921795_[description=narB_homolog_ontology=COG0369_source=COG]	60.0	265	99	2	3	782	173	435	8.13e-99	302
contig-100_4036	879309.HMPREF9199_2026_[description=nirS_homolog_ontology=COG0187_source=eggNOG]	60.4	255	71	3	1	765	362	586	2.75e-87	273
contig-100_4190	160898405_[description=gdh_K15371_homolog_ontology=COG1982_source=COG]	75.6	254	59	1	753	1	127	380	2.93e-139	414
contig-100_4239	449bec5e25471db0ad2db091dc962c90_[description=nosZ_homolog_ontology=SS22539_source=m5nr]	63.9	216	75	2	649	2	69	281	1.73e-73	241
contig-100_4767	39946.BGIOSGA038296-PA_[description=nmo_ontology=COG0516_source=eggNOG]	63.1	233	70	1	701	3	624	840	1.80e-88	282
contig-100_4925	339671.Asuc_0261_[description=glnA_homolog_ontology=COG0468_source=eggNOG]	72.8	202	55	0	98	703	14	215	2.00e-95	285
contig-100_4997	365044.Pnap_2429_[description=nirA_homolog_ontology=COG0175_source=eggNOG]	66.4	217	62	2	55	696	1	209	5.40e-96	283
contig-100_5035	270374.MELB17_12927_[description=gs_K00265_ontology=COG0067_source=eggNOG]	93.9	231	14	0	694	2	848	1078	7.12e-141	432
contig-100_5130	39946.BGIOSGA040320-PA_[description=nirK_homolog_ontology=COG1249_source=eggNOG]	80.9	230	43	1	3	689	176	405	8.01e-127	372
contig-100_5139	83588978_[description=nirS_homolog_ontology=COG0465_source=COG]	60.4	230	91	0	690	1	262	491	8.00e-94	290
contig-100_5184	8116a3a1469db04a3eb6422b15b4ec5a_[description=nirK_homolog_ontology=SS22271_source=m5nr]	68.0	225	70	1	672	4	259	483	1.68e-104	313
contig-100_5227	218781272_[description=nosZ_homolog_ontology=COG0542_source=COG]	62.7	225	84	0	676	2	464	688	5.38e-89	282
contig-100_5397	665959.HMPREF1013_01850_[description=nirS_homolog_ontology=COG0187_source=eggNOG]	67.7	189	61	0	9	575	376	564	1.23e-77	247
contig-100_5465	8408b6030112e97c329155d4e0403d5e_[description=nosZ_homolog_ontology=SS16179_source=m5nr]	95.1	223	11	0	671	3	105	327	2.97e-145	414
contig-100_5509	591158.SSMG_02348_[description=nrfA_homolog_ontology=COG0209_source=eggNOG]	64.7	224	73	2	2	670	586	804	2.10e-90	287
contig-100_5529	137c2eccef6bdbad8ae3f69fd6888a57_[description=nosZ_homolog_ontology=SS18642_source=m5nr]	63.1	206	72	2	56	670	13	215	1.69e-87	270
contig-100_5537	160898405_[description=gdh_K15371_homolog_ontology=COG1982_source=COG]	90.6	223	21	0	1	669	253	475	1.84e-136	405
contig-100_5586	337288558_[description=nosZ_homolog_ontology=COG0542_source=COG]	67.7	220	71	0	6	665	142	361	3.17e-97	303
contig-100_5718	1001994.MY1_1460_[description=gdh_K00261_ontology=COG0334_source=eggNOG]	92.2	219	17	0	659	3	24	242	4.70e-147	418
contig-100_5747	404215544_[description=nmo_homolog_ontology=COG0107_source=COG]	61.1	190	73	1	89	658	3	191	4.87e-77	234
contig-100_5773	effc819a4d33d9ffe627acb78d514793_[description=nosZ_homolog_ontology=SS10323_source=m5nr]	95.0	218	11	0	3	656	69	286	1.46e-137	407
contig-100_5781	G8GR97	94.8	212	11	0	20	655	1	212	2.14e-150	418
contig-100_5797	1001994.MY1_1426_[description=nirK_ontology=COG2132_source=eggNOG]	91.1	192	17	0	2	577	273	464	1.92e-123	359
contig-100_5851	296268611_[description=nmo_homolog_ontology=COG0516_source=COG]	78.4	213	46	0	4	642	155	367	1.50e-111	326
contig-100_5879	ae71d21d8ed43ac3f777340328f8aa0f_[description=nmo_homolog_ontology=SS14056_source=m5nr]	61.7	196	74	1	595	8	5	199	4.02e-80	257
contig-100_5890	49295749f60ca5fe6d6e29b8ca4657a5_[description=nirS_homolog_ontology=SS18440_source=m5nr]	83.4	217	36	0	1	651	126	342	4.20e-128	372
