CDSqueryname	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	MappedReadstoCDS	CDSLength	ParentContig	MappedReadstoParentContig	Duplicity	MeanDust	Damage+1	Damage-1	MeanLength	ANI	AvgReadGC	AvgRefGC	UniqueKmers	RatioDupKmers
contig-100_0_1	264732.Moth_1819	3.63e-37	133.0	COG1763@1|root,COG1763@2|Bacteria,1V3U5@1239|Firmicutes,25CJD@186801|Clostridia	186801|Clostridia	H	molybdopterin-guanine dinucleotide biosynthesis protein	mobB	-	-	ko:K03753	-	-	-	-	ko00000	-	-	-	MobB	59	649	"contig-100_0"	4052	2.61	2.17	0.2031	0.1282	76.77	0.981	0.46	0.469	75767	0.617
contig-100_0_2	1485545.JQLW01000005_gene883	1.74e-101	314.0	COG0303@1|root,COG0303@2|Bacteria,1MVD5@1224|Proteobacteria	1224|Proteobacteria	H	Molybdopterin	moeA	-	2.10.1.1	ko:K03750	ko00790,ko01100,map00790,map01100	-	R09735	RC03462	ko00000,ko00001,ko01000	-	-	-	MoCF_biosynth,MoeA_C,MoeA_N	178	1869	"contig-100_0"	4052	2.61	2.17	0.2031	0.1282	76.77	0.981	0.46	0.469	75767	0.617
contig-100_0_3	237368.SCABRO_02108	1.51e-48	168.0	COG4885@1|root,COG4885@2|Bacteria,2J15K@203682|Planctomycetes	203682|Planctomycetes	C	Cytochrome c554 and c-prime	-	-	-	-	-	-	-	-	-	-	-	-	Cytochrome_C554	63	2747	"contig-100_0"	4052	2.61	2.17	0.2031	0.1282	76.77	0.981	0.46	0.469	75767	0.617
contig-100_0_4	228410.NE2391	8.67e-65	218.0	COG1477@1|root,COG2991@1|root,COG1477@2|Bacteria,COG2991@2|Bacteria,1MW6K@1224|Proteobacteria,2VPGP@28216|Betaproteobacteria,371SS@32003|Nitrosomonadales	28216|Betaproteobacteria	H	Flavin transferase that catalyzes the transfer of the FMN moiety of FAD and its covalent binding to the hydroxyl group of a threonine residue in a target flavoprotein	apbE	-	2.7.1.180	ko:K03734	-	-	-	-	ko00000,ko01000	-	-	-	ApbE	134	3816	"contig-100_0"	4052	2.61	2.17	0.2031	0.1282	76.77	0.981	0.46	0.469	75767	0.617
contig-100_0_5	96561.Dole_3004	9.81e-92	275.0	COG4117@1|root,COG4117@2|Bacteria,1R5GN@1224|Proteobacteria,42QVP@68525|delta/epsilon subdivisions,2WMT7@28221|Deltaproteobacteria,2MJKZ@213118|Desulfobacterales	28221|Deltaproteobacteria	C	Prokaryotic cytochrome b561	cbcB	-	-	-	-	-	-	-	-	-	-	-	Ni_hydr_CYTB	98	4498	"contig-100_0"	4052	2.61	2.17	0.2031	0.1282	76.77	0.981	0.46	0.469	75767	0.617
contig-100_0_6	1265505.ATUG01000001_gene3093	1.27e-203	584.0	28I8B@1|root,2Z8B5@2|Bacteria,1MUNM@1224|Proteobacteria,42NZH@68525|delta/epsilon subdivisions,2WKHB@28221|Deltaproteobacteria,2MISZ@213118|Desulfobacterales	28221|Deltaproteobacteria	C	PFAM Cytochrome c, bacterial	-	-	-	-	-	-	-	-	-	-	-	-	Cytochrome_C554,Cytochrome_C7,Cytochrome_cB	233	6102	"contig-100_0"	4052	2.61	2.17	0.2031	0.1282	76.77	0.981	0.46	0.469	75767	0.617
contig-100_0_7	1121440.AUMA01000011_gene2425	1.64e-18	81.3	COG2010@1|root,COG2010@2|Bacteria,1N5GJ@1224|Proteobacteria,42WJ1@68525|delta/epsilon subdivisions,2WS5V@28221|Deltaproteobacteria,2MCF3@213115|Desulfovibrionales	28221|Deltaproteobacteria	C	Cytochrome C oxidase, cbb3-type, subunit III	-	-	-	-	-	-	-	-	-	-	-	-	Cytochrome_CBB3	39	6455	"contig-100_0"	4052	2.61	2.17	0.2031	0.1282	76.77	0.981	0.46	0.469	75767	0.617
contig-100_0_8	1265505.ATUG01000001_gene3058	5.04e-204	587.0	2C99Z@1|root,2Z9YV@2|Bacteria,1N0B7@1224|Proteobacteria,42P3M@68525|delta/epsilon subdivisions,2WN6Z@28221|Deltaproteobacteria,2MMGX@213118|Desulfobacterales	28221|Deltaproteobacteria	S	Protein of unknown function (DUF3373)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3373	223	8148	"contig-100_0"	4052	2.61	2.17	0.2031	0.1282	76.77	0.981	0.46	0.469	75767	0.617
contig-100_0_9	1127696.HMPREF9134_01897	3.51e-175	502.0	COG2871@1|root,COG2871@2|Bacteria,4NFKC@976|Bacteroidetes,2FN44@200643|Bacteroidia,22WRI@171551|Porphyromonadaceae	976|Bacteroidetes	C	NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. The first step is catalyzed by NqrF, which accepts electrons from NADH and reduces ubiquinone-1 to ubisemiquinone by a one-electron transfer pathway	nqrF	-	1.6.5.8	ko:K00351	-	-	-	-	ko00000,ko01000	-	-	-	FAD_binding_6,Fer2,NAD_binding_1	167	9808	"contig-100_0"	4052	2.61	2.17	0.2031	0.1282	76.77	0.981	0.46	0.469	75767	0.617
contig-100_0_10	565045.NOR51B_908	1.2e-77	238.0	COG2209@1|root,COG2209@2|Bacteria,1R33S@1224|Proteobacteria,1RMWV@1236|Gammaproteobacteria,1J5JH@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	C	NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol	nqrE	GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0006810,GO:0006811,GO:0006812,GO:0006814,GO:0008137,GO:0008150,GO:0008152,GO:0015672,GO:0016020,GO:0016491,GO:0016651,GO:0016655,GO:0030001,GO:0030964,GO:0032991,GO:0044425,GO:0050136,GO:0051179,GO:0051234,GO:0055114,GO:0098796,GO:1902494	1.6.5.8	ko:K00350	-	-	-	-	ko00000,ko01000	-	-	-	Rnf-Nqr	84	10424	"contig-100_0"	4052	2.61	2.17	0.2031	0.1282	76.77	0.981	0.46	0.469	75767	0.617
contig-100_0_11	96561.Dole_2539	1.76e-66	210.0	COG1347@1|root,COG1347@2|Bacteria,1MUZR@1224|Proteobacteria,42QT5@68525|delta/epsilon subdivisions,2WN1N@28221|Deltaproteobacteria,2MHSZ@213118|Desulfobacterales	28221|Deltaproteobacteria	C	NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol	nqrD	-	1.6.5.8	ko:K00349	-	-	-	-	ko00000,ko01000	-	-	-	Rnf-Nqr	110	11078	"contig-100_0"	4052	2.61	2.17	0.2031	0.1282	76.77	0.981	0.46	0.469	75767	0.617
contig-100_0_12	1198232.CYCME_2080	1.54e-44	157.0	COG2869@1|root,COG2869@2|Bacteria,1MVDI@1224|Proteobacteria,1RR85@1236|Gammaproteobacteria,46041@72273|Thiotrichales	72273|Thiotrichales	C	NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol	nqrC	-	1.6.5.8	ko:K00348	-	-	-	-	ko00000,ko01000	-	-	-	FMN_bind	120	11806	"contig-100_0"	4052	2.61	2.17	0.2031	0.1282	76.77	0.981	0.46	0.469	75767	0.617
contig-100_0_13	1131553.JIBI01000051_gene966	2.89e-139	410.0	COG4658@1|root,COG4658@2|Bacteria,1MVY6@1224|Proteobacteria,2WBWD@28216|Betaproteobacteria,373ZW@32003|Nitrosomonadales	28216|Betaproteobacteria	C	NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol	nqrB	-	1.6.5.8	ko:K00347	-	-	-	-	ko00000,ko01000	-	-	-	NQR2_RnfD_RnfE	155	12983	"contig-100_0"	4052	2.61	2.17	0.2031	0.1282	76.77	0.981	0.46	0.469	75767	0.617
contig-100_0_14	283942.IL1050	3.45e-101	317.0	COG1726@1|root,COG1726@2|Bacteria,1MU36@1224|Proteobacteria,1RPU1@1236|Gammaproteobacteria,2QFKP@267893|Idiomarinaceae	1236|Gammaproteobacteria	C	NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol	nqrA	GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0006810,GO:0006811,GO:0006812,GO:0006814,GO:0008137,GO:0008150,GO:0008152,GO:0015672,GO:0016020,GO:0016491,GO:0016651,GO:0016655,GO:0030001,GO:0030964,GO:0032991,GO:0044425,GO:0050136,GO:0051179,GO:0051234,GO:0055114,GO:0098796,GO:1902494	1.6.5.8	ko:K00346	-	-	-	-	ko00000,ko01000	-	-	-	NQRA,NQRA_SLBB	200	14370	"contig-100_0"	4052	2.61	2.17	0.2031	0.1282	76.77	0.981	0.46	0.469	75767	0.617
contig-100_0_15	1123508.JH636448_gene7657	5.84e-10	62.4	COG0515@1|root,COG3437@1|root,COG0515@2|Bacteria,COG3437@2|Bacteria,2IXR5@203682|Planctomycetes	203682|Planctomycetes	T	metal-dependent phosphohydrolase HD sub domain	-	-	-	ko:K07814	-	-	-	-	ko00000,ko02022	-	-	-	HD,HD_5,Pkinase,Response_reg	24	14840	"contig-100_0"	4052	2.61	2.17	0.2031	0.1282	76.77	0.981	0.46	0.469	75767	0.617
