CDSqueryname	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	MappedReadstoCDS	CDSLength	ParentContig	MappedReadstoParentContig	Duplicity	MeanDust	Damage+1	Damage-1	MeanLength	ANI	AvgReadGC	AvgRefGC	UniqueKmers	RatioDupKmers
contig-100_0_1	573413.Spirs_1684	2.41e-81	256.0	COG1045@1|root,COG1045@2|Bacteria,2J73S@203691|Spirochaetes	203691|Spirochaetes	E	Serine acetyltransferase	-	-	2.3.1.30	ko:K00640	ko00270,ko00920,ko01100,ko01110,ko01120,ko01200,ko01230,ko05111,map00270,map00920,map01100,map01110,map01120,map01200,map01230,map05111	M00021	R00586	RC00004,RC00041	ko00000,ko00001,ko00002,ko01000	-	-	-	Hexapep,SATase_N	320	1090	"contig-100_0"	12594	2.24	2.05	0.2787	0.129	58.51	0.9731	0.447	0.466	171528	0.554
contig-100_0_2	1125863.JAFN01000001_gene370	1.26e-94	292.0	COG0301@1|root,COG0301@2|Bacteria,1N1R1@1224|Proteobacteria,42MQ9@68525|delta/epsilon subdivisions,2WJPN@28221|Deltaproteobacteria	28221|Deltaproteobacteria	H	Thiamine biosynthesis protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF814,ThiI	337	2159	"contig-100_0"	12594	2.24	2.05	0.2787	0.129	58.51	0.9731	0.447	0.466	171528	0.554
contig-100_0_3	936573.HMPREF1147_1505	9.29e-98	301.0	COG0482@1|root,COG0482@2|Bacteria,1TPIZ@1239|Firmicutes,4H2P5@909932|Negativicutes	909932|Negativicutes	J	Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34	mnmA	-	2.8.1.13	ko:K00566	ko04122,map04122	-	R08700	RC02313,RC02315	ko00000,ko00001,ko01000,ko03016	-	-	-	tRNA_Me_trans	334	3211	"contig-100_0"	12594	2.24	2.05	0.2787	0.129	58.51	0.9731	0.447	0.466	171528	0.554
contig-100_0_4	1125863.JAFN01000001_gene2666	2.1e-117	345.0	COG0694@1|root,COG0822@1|root,COG0694@2|Bacteria,COG0822@2|Bacteria,1RD5K@1224|Proteobacteria,42MT6@68525|delta/epsilon subdivisions,2WJBU@28221|Deltaproteobacteria	28221|Deltaproteobacteria	CO	May be involved in the formation or repair of Fe-S clusters present in iron-sulfur proteins	nifU	-	-	ko:K13819	-	-	-	-	ko00000	-	-	-	Fer2_BFD,NifU,NifU_N	284	4081	"contig-100_0"	12594	2.24	2.05	0.2787	0.129	58.51	0.9731	0.447	0.466	171528	0.554
contig-100_0_5	1379281.AVAG01000067_gene1199	3.16e-180	513.0	COG1104@1|root,COG1104@2|Bacteria,1MU1C@1224|Proteobacteria,42M5V@68525|delta/epsilon subdivisions,2WIR6@28221|Deltaproteobacteria,2M92B@213115|Desulfovibrionales	28221|Deltaproteobacteria	E	Catalyzes the removal of elemental sulfur atoms from cysteine to produce alanine	nifS-1	-	2.8.1.7	ko:K04487	ko00730,ko01100,ko04122,map00730,map01100,map04122	-	R07460,R11528,R11529	RC01789,RC02313	ko00000,ko00001,ko01000,ko02048,ko03016,ko03029	-	-	-	Aminotran_5	395	5241	"contig-100_0"	12594	2.24	2.05	0.2787	0.129	58.51	0.9731	0.447	0.466	171528	0.554
contig-100_0_6	1047013.AQSP01000142_gene127	1.09e-127	375.0	COG2070@1|root,COG2070@2|Bacteria,2NPGR@2323|unclassified Bacteria	2|Bacteria	S	Nitronate monooxygenase	fabK	-	1.3.1.9	ko:K02371	ko00061,ko01100,ko01212,map00061,map01100,map01212	M00083	R04429,R04724,R04955,R04958,R04961,R04966,R04969,R07765	RC00052,RC00076	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	NMO,ThiG	381	6412	"contig-100_0"	12594	2.24	2.05	0.2787	0.129	58.51	0.9731	0.447	0.466	171528	0.554
contig-100_0_7	221360.RS9917_13140	2.77e-93	285.0	COG1897@1|root,COG1897@2|Bacteria,1GCPD@1117|Cyanobacteria,1GZ00@1129|Synechococcus	1117|Cyanobacteria	E	Transfers an acetyl group from acetyl-CoA to L- homoserine, forming acetyl-L-homoserine	metAA	-	2.3.1.46	ko:K00651	ko00270,ko00920,ko01100,ko01110,ko01230,map00270,map00920,map01100,map01110,map01230	M00017	R01777	RC00004,RC00041	ko00000,ko00001,ko00002,ko01000	-	-	-	HTS	287	7348	"contig-100_0"	12594	2.24	2.05	0.2787	0.129	58.51	0.9731	0.447	0.466	171528	0.554
contig-100_0_8	768671.ThimaDRAFT_0110	2.84e-08	51.6	2E91V@1|root,333B1@2|Bacteria,1NBPB@1224|Proteobacteria,1SF1I@1236|Gammaproteobacteria,1WZ76@135613|Chromatiales	135613|Chromatiales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	31	7518	"contig-100_0"	12594	2.24	2.05	0.2787	0.129	58.51	0.9731	0.447	0.466	171528	0.554
contig-100_0_9	387092.NIS_0326	1.25e-256	714.0	COG0446@1|root,COG0446@2|Bacteria,1PWV7@1224|Proteobacteria,42QCM@68525|delta/epsilon subdivisions,2YND4@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	S	COGs COG1252 NADH dehydrogenase FAD-containing subunit	-	-	1.8.5.4	ko:K17218	ko00920,map00920	-	R10152	RC03155	ko00000,ko00001,ko01000	-	-	-	Pyr_redox_2	473	8986	"contig-100_0"	12594	2.24	2.05	0.2787	0.129	58.51	0.9731	0.447	0.466	171528	0.554
contig-100_0_10	644282.Deba_1150	5.71e-198	569.0	COG3604@1|root,COG3604@2|Bacteria,1QTT3@1224|Proteobacteria,42Y69@68525|delta/epsilon subdivisions,2WJ5F@28221|Deltaproteobacteria	28221|Deltaproteobacteria	KT	PFAM sigma-54 factor interaction domain-containing protein	-	-	-	ko:K02584	ko02020,map02020	-	-	-	ko00000,ko00001,ko03000	-	-	-	GAF,GAF_2,HTH_8,Sigma54_activat	545	10801	"contig-100_0"	12594	2.24	2.05	0.2787	0.129	58.51	0.9731	0.447	0.466	171528	0.554
contig-100_0_11	1283284.AZUK01000001_gene870	6.13e-63	205.0	2EFNH@1|root,339EN@2|Bacteria,1NNV3@1224|Proteobacteria,1SINQ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	260	11747	"contig-100_0"	12594	2.24	2.05	0.2787	0.129	58.51	0.9731	0.447	0.466	171528	0.554
contig-100_0_12	102129.Lepto7375DRAFT_2105	1.92e-213	600.0	COG2873@1|root,COG2873@2|Bacteria,1G4EH@1117|Cyanobacteria,1H9KG@1150|Oscillatoriales	1117|Cyanobacteria	E	Cys/Met metabolism PLP-dependent enzyme	met17	-	2.5.1.49	ko:K01740	ko00270,ko01100,map00270,map01100	-	R01287,R04859	RC00020,RC02821,RC02848	ko00000,ko00001,ko01000	-	-	-	Cys_Met_Meta_PP	419	13107	"contig-100_0"	12594	2.24	2.05	0.2787	0.129	58.51	0.9731	0.447	0.466	171528	0.554
contig-100_0_13	330214.NIDE1821	1.36e-124	365.0	COG0031@1|root,COG0031@2|Bacteria,3J0HD@40117|Nitrospirae	40117|Nitrospirae	E	Pyridoxal-phosphate dependent enzyme	-	-	2.5.1.47	ko:K01738,ko:K12339	ko00270,ko00920,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00270,map00920,map01100,map01110,map01120,map01130,map01200,map01230	M00021	R00897,R03132,R03601,R04859	RC00020,RC02814,RC02821,RC02876	ko00000,ko00001,ko00002,ko01000	-	-	-	PALP	322	14062	"contig-100_0"	12594	2.24	2.05	0.2787	0.129	58.51	0.9731	0.447	0.466	171528	0.554
contig-100_0_14	180332.JTGN01000007_gene3544	2.24e-33	132.0	COG0568@1|root,COG0568@2|Bacteria,1TPD6@1239|Firmicutes,2481I@186801|Clostridia	186801|Clostridia	K	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released. This sigma factor is the primary sigma factor during exponential growth	sigA	-	-	ko:K03086	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r1_1,Sigma70_r1_2,Sigma70_r2,Sigma70_r3,Sigma70_r4	271	15072	"contig-100_0"	12594	2.24	2.05	0.2787	0.129	58.51	0.9731	0.447	0.466	171528	0.554
contig-100_0_15	153948.NAL212_0897	0.000773	44.7	COG4263@1|root,COG4263@2|Bacteria,1QWB1@1224|Proteobacteria,2WGXP@28216|Betaproteobacteria,3735Q@32003|Nitrosomonadales	28216|Betaproteobacteria	C	Cupredoxin-like domain	-	-	-	-	-	-	-	-	-	-	-	-	Cupredoxin_1	105	15472	"contig-100_0"	12594	2.24	2.05	0.2787	0.129	58.51	0.9731	0.447	0.466	171528	0.554
contig-100_0_16	653733.Selin_0567	8.89e-148	454.0	COG0348@1|root,COG1622@1|root,COG0348@2|Bacteria,COG1622@2|Bacteria	2|Bacteria	C	oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor	vnfA	-	1.9.3.1	ko:K02275	ko00190,ko01100,map00190,map01100	M00155	R00081	RC00016	ko00000,ko00001,ko00002,ko01000	3.D.4.2,3.D.4.4,3.D.4.6	-	-	Cupredoxin_1,Fer4_5,Sigma54_activat,cNMP_binding	805	17814	"contig-100_0"	12594	2.24	2.05	0.2787	0.129	58.51	0.9731	0.447	0.466	171528	0.554
contig-100_0_17	394503.Ccel_1606	4.75e-137	405.0	COG0303@1|root,COG0303@2|Bacteria,1TQJ8@1239|Firmicutes,248WP@186801|Clostridia,36E4B@31979|Clostridiaceae	186801|Clostridia	H	Molybdenum cofactor synthesis domain	moeA	-	2.10.1.1	ko:K03750	ko00790,ko01100,map00790,map01100	-	R09735	RC03462	ko00000,ko00001,ko01000	-	-	-	MoCF_biosynth,MoeA_C,MoeA_N	417	19958	"contig-100_0"	12594	2.24	2.05	0.2787	0.129	58.51	0.9731	0.447	0.466	171528	0.554
contig-100_0_18	335543.Sfum_3074	1.94e-43	150.0	COG1763@1|root,COG1763@2|Bacteria,1RD3Q@1224|Proteobacteria,42RZK@68525|delta/epsilon subdivisions,2WQ3C@28221|Deltaproteobacteria,2MQKK@213462|Syntrophobacterales	28221|Deltaproteobacteria	H	Molybdopterin guanine dinucleotide synthesis protein B	mobB	-	2.7.7.77	ko:K03753,ko:K13818	ko00790,ko01100,map00790,map01100	-	R11581	-	ko00000,ko00001,ko01000	-	-	-	MobB,NTP_transf_3	173	20501	"contig-100_0"	12594	2.24	2.05	0.2787	0.129	58.51	0.9731	0.447	0.466	171528	0.554
contig-100_0_19	1162668.LFE_0698	9.58e-116	338.0	COG1290@1|root,COG1290@2|Bacteria,3J0Q6@40117|Nitrospirae	40117|Nitrospirae	C	Cytochrome b/b6/petB	-	-	-	ko:K03887	ko00190,ko01100,map00190,map01100	M00151	-	-	ko00000,ko00001,ko00002	-	-	-	Cytochrome_B	266	21987	"contig-100_0"	12594	2.24	2.05	0.2787	0.129	58.51	0.9731	0.447	0.466	171528	0.554
contig-100_0_20	247490.KSU1_B0698	3e-42	146.0	COG0723@1|root,COG0723@2|Bacteria,2IZ3E@203682|Planctomycetes	203682|Planctomycetes	C	Rieske [2Fe-2S] domain	-	-	1.10.9.1	ko:K02636	ko00195,ko01100,map00195,map01100	M00162	R03817,R08409	RC01002	ko00000,ko00001,ko00002,ko00194,ko01000	-	-	-	Rieske	167	22550	"contig-100_0"	12594	2.24	2.05	0.2787	0.129	58.51	0.9731	0.447	0.466	171528	0.554
contig-100_0_21	1104324.P186_0711	5.52e-16	76.3	COG0517@1|root,arCOG00631@2157|Archaea,2XS6F@28889|Crenarchaeota	28889|Crenarchaeota	S	Domain in cystathionine beta-synthase and other proteins.	-	-	-	-	-	-	-	-	-	-	-	-	CBS	114	22946	"contig-100_0"	12594	2.24	2.05	0.2787	0.129	58.51	0.9731	0.447	0.466	171528	0.554
