CDSqueryname	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	MappedReadstoCDS	CDSLength	ParentContig	MappedReadstoParentContig	Duplicity	MeanDust	Damage+1	Damage-1	MeanLength	ANI	AvgReadGC	AvgRefGC	UniqueKmers	RatioDupKmers
contig-100_0_1	1121403.AUCV01000051_gene2141	3.79e-29	121.0	COG0745@1|root,COG0745@2|Bacteria,1RIGT@1224|Proteobacteria,42SWP@68525|delta/epsilon subdivisions,2WPJ3@28221|Deltaproteobacteria,2MK4B@213118|Desulfobacterales	28221|Deltaproteobacteria	T	Domain of unknown function (DUF4388)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4388,Response_reg	768	786	"contig-100_0"	100714	3.11	2.17	0.4143	0.2839	65.81	0.972	0.435	0.456	1223245	0.679
contig-100_0_3	743722.Sph21_3336	2.63e-35	131.0	COG0009@1|root,COG0009@2|Bacteria,4NDZR@976|Bacteroidetes,1IQWM@117747|Sphingobacteriia	976|Bacteroidetes	J	Belongs to the SUA5 family	yciO	-	-	-	-	-	-	-	-	-	-	-	Sua5_yciO_yrdC	661	594	"contig-100_0"	100714	3.11	2.17	0.4143	0.2839	65.81	0.972	0.435	0.456	1223245	0.679
contig-100_0_4	880073.Calab_2261	9.83e-273	769.0	COG1226@1|root,COG4651@1|root,COG1226@2|Bacteria,COG4651@2|Bacteria,2NNZ0@2323|unclassified Bacteria	2|Bacteria	P	Belongs to the monovalent cation proton antiporter 2 (CPA2) transporter (TC 2.A.37) family	kefC	-	-	ko:K03455	-	-	-	-	ko00000	2.A.37	-	-	Na_H_Exchanger,TrkA_C,TrkA_N	2645	1980	"contig-100_0"	100714	3.11	2.17	0.4143	0.2839	65.81	0.972	0.435	0.456	1223245	0.679
contig-100_0_5	338966.Ppro_3515	0.0	1189.0	COG0178@1|root,COG0178@2|Bacteria,1MW0W@1224|Proteobacteria,42M4I@68525|delta/epsilon subdivisions,2WJHM@28221|Deltaproteobacteria,43U3R@69541|Desulfuromonadales	28221|Deltaproteobacteria	L	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate	uvrA	-	-	ko:K03701	ko03420,map03420	-	-	-	ko00000,ko00001,ko03400	-	-	-	ABC_tran	3775	2733	"contig-100_0"	100714	3.11	2.17	0.4143	0.2839	65.81	0.972	0.435	0.456	1223245	0.679
contig-100_0_6	316067.Geob_3462	0.0	1016.0	COG0058@1|root,COG0058@2|Bacteria,1MW4J@1224|Proteobacteria,42N22@68525|delta/epsilon subdivisions,2WIMH@28221|Deltaproteobacteria,43U0M@69541|Desulfuromonadales	28221|Deltaproteobacteria	F	Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties	glgP	-	2.4.1.1	ko:K00688	ko00500,ko01100,ko01110,ko02026,ko04217,ko04910,ko04922,ko04931,map00500,map01100,map01110,map02026,map04217,map04910,map04922,map04931	-	R02111	-	ko00000,ko00001,ko01000	-	GT35	-	Phosphorylase	3242	2466	"contig-100_0"	100714	3.11	2.17	0.4143	0.2839	65.81	0.972	0.435	0.456	1223245	0.679
contig-100_0_7	240015.ACP_3312	4.29e-35	132.0	COG0704@1|root,COG0704@2|Bacteria,3Y4AM@57723|Acidobacteria,2JJ16@204432|Acidobacteriia	204432|Acidobacteriia	P	Plays a role in the regulation of phosphate uptake	-	-	-	ko:K02039	-	-	-	-	ko00000	-	-	-	PhoU	838	711	"contig-100_0"	100714	3.11	2.17	0.4143	0.2839	65.81	0.972	0.435	0.456	1223245	0.679
contig-100_0_8	1121448.DGI_0290	2.23e-121	353.0	COG1117@1|root,COG1117@2|Bacteria,1MU16@1224|Proteobacteria,42MWA@68525|delta/epsilon subdivisions,2WJEX@28221|Deltaproteobacteria,2M7VZ@213115|Desulfovibrionales	28221|Deltaproteobacteria	P	Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system	pstB	-	3.6.3.27	ko:K02036	ko02010,map02010	M00222	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.7	-	-	ABC_tran	883	759	"contig-100_0"	100714	3.11	2.17	0.4143	0.2839	65.81	0.972	0.435	0.456	1223245	0.679
contig-100_0_9	373903.Hore_21560	9.22e-136	392.0	COG0581@1|root,COG0581@2|Bacteria,1TP74@1239|Firmicutes,248C4@186801|Clostridia,3WA7E@53433|Halanaerobiales	186801|Clostridia	P	PFAM Binding-protein-dependent transport system inner membrane component	pstA	-	-	ko:K02038	ko02010,map02010	M00222	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.7	-	-	BPD_transp_1,DUF3333	976	855	"contig-100_0"	100714	3.11	2.17	0.4143	0.2839	65.81	0.972	0.435	0.456	1223245	0.679
contig-100_0_10	926692.AZYG01000036_gene2479	9.42e-120	352.0	COG0573@1|root,COG0573@2|Bacteria,1TSPP@1239|Firmicutes,249KQ@186801|Clostridia,3WAH0@53433|Halanaerobiales	186801|Clostridia	P	probably responsible for the translocation of the substrate across the membrane	pstC	-	-	ko:K02037	ko02010,map02010	M00222	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.7	-	-	BPD_transp_1	1041	897	"contig-100_0"	100714	3.11	2.17	0.4143	0.2839	65.81	0.972	0.435	0.456	1223245	0.679
contig-100_0_11	1125863.JAFN01000001_gene2114	2.46e-104	313.0	COG0226@1|root,COG0226@2|Bacteria,1MVXP@1224|Proteobacteria,42P0G@68525|delta/epsilon subdivisions,2WK7Y@28221|Deltaproteobacteria	28221|Deltaproteobacteria	P	TIGRFAM phosphate binding protein	pstS	-	-	ko:K02040	ko02010,ko02020,ko05152,map02010,map02020,map05152	M00222	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.7	-	-	PBP_like_2	1174	876	"contig-100_0"	100714	3.11	2.17	0.4143	0.2839	65.81	0.972	0.435	0.456	1223245	0.679
contig-100_0_13	290512.Paes_0770	5.92e-131	403.0	COG5002@1|root,COG5002@2|Bacteria,1FE54@1090|Chlorobi	1090|Chlorobi	T	histidine kinase HAMP region domain protein	-	-	2.7.13.3	ko:K07636	ko02020,map02020	M00434	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HAMP,HATPase_c,HisKA,PAS	2216	1773	"contig-100_0"	100714	3.11	2.17	0.4143	0.2839	65.81	0.972	0.435	0.456	1223245	0.679
