CDSqueryname	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	MappedReadstoCDS	CDSLength	ParentContig	MappedReadstoParentContig	Duplicity	MeanDust	Damage+1	Damage-1	MeanLength	ANI	AvgReadGC	AvgRefGC	UniqueKmers	RatioDupKmers
contig-100_0_1	543728.Vapar_5836	1.58e-100	307.0	COG3677@1|root,COG3677@2|Bacteria,1MXYX@1224|Proteobacteria,2VHJU@28216|Betaproteobacteria,4AB94@80864|Comamonadaceae	28216|Betaproteobacteria	L	Transposase zinc-ribbon domain	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_IS1595,Zn_Tnp_IS1595	215	1107	"contig-100_0"	218	1.72	2.1	0.4205	0.163	54.91	0.9666	0.619	0.65	3413	0.418
contig-100_1_1	478741.JAFS01000002_gene87	1.28e-97	297.0	COG3677@1|root,COG3677@2|Bacteria	2|Bacteria	L	transposition, DNA-mediated	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_IS1595,Zn_Tnp_IS1595	203	921	"contig-100_1"	222	1.62	2.59	0.4902	0.2424	56.0	0.9638	0.328	0.353	3846	0.381
contig-100_2_1	935845.JADQ01000003_gene1028	1.83e-51	181.0	COG3039@1|root,COG3039@2|Bacteria,1TRUS@1239|Firmicutes,4HCCQ@91061|Bacilli,26QD4@186822|Paenibacillaceae	91061|Bacilli	L	Transposase DDE domain	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_1_2,DUF772	112	603	"contig-100_2"	184	1.71	4.25	0.3429	0.2791	59.48	0.9687	0.267	0.288	3395	0.414
contig-100_3_1	313595.P700755_003820	1.6e-128	378.0	COG3385@1|root,COG3385@2|Bacteria,4NNZ7@976|Bacteroidetes,1I7YK@117743|Flavobacteriia	976|Bacteroidetes	L	Transposase DDE domain	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_1	245	936	"contig-100_3"	249	1.58	2.17	0.4203	0.2162	54.45	0.9646	0.365	0.396	4168	0.367
contig-100_4_2	1156937.MFUM_1030008	2.72e-72	228.0	COG0024@1|root,COG0024@2|Bacteria,46SK6@74201|Verrucomicrobia,37G9T@326457|unclassified Verrucomicrobia	74201|Verrucomicrobia	E	Metallopeptidase family M24	map	-	3.4.11.18	ko:K01265	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M24	42	726	"contig-100_4"	53	1.71	2.45	0.3333	0.0	69.49	0.9815	0.37	0.383	1284	0.416
contig-100_5_1	980584.AFPB01000174_gene1672	3.54e-38	144.0	2DBDQ@1|root,2Z8NP@2|Bacteria,4NJNE@976|Bacteroidetes,1I7XN@117743|Flavobacteriia	976|Bacteroidetes	S	Psort location Cytoplasmic, score 8.96	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_1,DDE_Tnp_1_4	115	672	"contig-100_5"	151	1.57	2.73	0.3784	0.2619	55.17	0.9675	0.336	0.358	2619	0.362
contig-100_7_1	1125863.JAFN01000001_gene2063	2.98e-46	170.0	COG2804@1|root,COG2804@2|Bacteria,1MU7V@1224|Proteobacteria,42M51@68525|delta/epsilon subdivisions,2WIPP@28221|Deltaproteobacteria	68525|delta/epsilon subdivisions	NU	PFAM Type II secretion system protein E	-	-	-	-	-	-	-	-	-	-	-	-	T2SSE,T2SSE_N	47	831	"contig-100_7"	47	1.46	2.37	0.3846	0.0	67.51	0.9719	0.379	0.385	1272	0.315
contig-100_8_2	1443665.JACA01000012_gene1370	5.42e-54	178.0	COG3039@1|root,COG3039@2|Bacteria,4NZF7@976|Bacteroidetes	976|Bacteroidetes	L	Transposase	-	-	-	-	-	-	-	-	-	-	-	-	-	69	459	"contig-100_8"	126	1.53	3.19	0.4286	0.1875	57.52	0.9679	0.311	0.331	2424	0.348
contig-100_9_1	888439.HMPREF9240_01133	4.5e-18	89.0	COG3842@1|root,COG4149@1|root,COG3842@2|Bacteria,COG4149@2|Bacteria,2GJFB@201174|Actinobacteria,4D3NV@85005|Actinomycetales	201174|Actinobacteria	P	molybdate ABC transporter, permease protein	modB	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	3.6.3.29	ko:K02017,ko:K02018	ko02010,map02010	M00189	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.8	-	-	ABC_tran,BPD_transp_1,TOBE	55	564	"contig-100_9"	79	1.58	2.42	0.2	0.2759	66.95	0.9676	0.406	0.418	1946	0.368
contig-100_9_2	1453500.AT05_09115	8.11e-10	60.1	COG1137@1|root,COG1137@2|Bacteria,4NDUG@976|Bacteroidetes,1HX61@117743|Flavobacteriia	976|Bacteroidetes	S	ABC transporter	lptB	-	-	ko:K06861	ko02010,map02010	M00320	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	1.B.42.1	-	-	ABC_tran,BCA_ABC_TP_C	18	222	"contig-100_9"	79	1.58	2.42	0.2	0.2759	66.95	0.9676	0.406	0.418	1946	0.368
contig-100_10_1	517418.Ctha_0520	8.1e-07	52.0	COG0018@1|root,COG0018@2|Bacteria,1FDT7@1090|Chlorobi	1090|Chlorobi	J	TIGRFAM arginyl-tRNA synthetase	argS	-	6.1.1.19	ko:K01887	ko00970,map00970	M00359,M00360	R03646	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	Arg_tRNA_synt_N,DALR_1,tRNA-synt_1d	6	210	"contig-100_10"	33	1.36	3.05	0.5	0.1	70.12	0.9796	0.334	0.341	1020	0.266
