CDSqueryname	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	MappedReadstoCDS	CDSLength	ParentContig	MappedReadstoParentContig	Duplicity	MeanDust	Damage+1	Damage-1	MeanLength	ANI	AvgReadGC	AvgRefGC	UniqueKmers	RatioDupKmers
contig-100_0_2	1089546.AQUI01000002_gene146	2.15e-20	90.5	2F9SN@1|root,3422I@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	76	546	"contig-100_0"	1295	2.02	2.9	0.1115	0.0322	71.21	0.9802	0.689	0.707	27675	0.505
contig-100_0_4	446462.Amir_1653	5.29e-168	486.0	COG1783@1|root,COG1783@2|Bacteria,2I8SC@201174|Actinobacteria,4EAF5@85010|Pseudonocardiales	201174|Actinobacteria	S	Terminase-like family	-	-	-	-	-	-	-	-	-	-	-	-	Terminase_3,Terminase_6,Terminase_6C	166	1311	"contig-100_0"	1295	2.02	2.9	0.1115	0.0322	71.21	0.9802	0.689	0.707	27675	0.505
contig-100_0_7	66875.JODY01000017_gene570	1.69e-98	313.0	28M65@1|root,2ZAJT@2|Bacteria,2GMZU@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Phage_prot_Gp6	178	1554	"contig-100_0"	1295	2.02	2.9	0.1115	0.0322	71.21	0.9802	0.689	0.707	27675	0.505
contig-100_0_10	680198.SCAB_60921	1.85e-08	58.9	COG4997@1|root,COG4997@2|Bacteria	2|Bacteria	I	bis(5'-adenosyl)-triphosphatase activity	-	-	-	ko:K07052	-	-	-	-	ko00000	-	-	-	PRA-PH	33	369	"contig-100_0"	1295	2.02	2.9	0.1115	0.0322	71.21	0.9802	0.689	0.707	27675	0.505
contig-100_0_12	1288079.AUKN01000006_gene3151	4.53e-38	158.0	2DMHA@1|root,32RIQ@2|Bacteria,2I8K6@201174|Actinobacteria	201174|Actinobacteria	S	Phage minor capsid protein 2	-	-	-	-	-	-	-	-	-	-	-	-	Phage_min_cap2	265	1881	"contig-100_0"	1295	2.02	2.9	0.1115	0.0322	71.21	0.9802	0.689	0.707	27675	0.505
contig-100_0_14	1303692.SFUL_5517	7.9e-06	53.9	2FHMS@1|root,349FI@2|Bacteria,2IQ0P@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	71	693	"contig-100_0"	1295	2.02	2.9	0.1115	0.0322	71.21	0.9802	0.689	0.707	27675	0.505
contig-100_0_17	1461246.X2KPH5_9VIRU	3.4e-39	145.0	4QAK6@10239|Viruses	10239|Viruses	S	N-acetylmuramoyl-L-alanine amidase activity	-	GO:0000270,GO:0003674,GO:0003796,GO:0003824,GO:0004553,GO:0005575,GO:0005975,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009253,GO:0009605,GO:0009607,GO:0009617,GO:0016020,GO:0016052,GO:0016787,GO:0016798,GO:0019012,GO:0019028,GO:0030203,GO:0035821,GO:0043170,GO:0043207,GO:0044033,GO:0044035,GO:0044040,GO:0044041,GO:0044238,GO:0044278,GO:0044419,GO:0044423,GO:0050896,GO:0051672,GO:0051704,GO:0051707,GO:0055036,GO:0061783,GO:0071704,GO:0098015,GO:0098026,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575	-	-	-	-	-	-	-	-	-	-	-	105	843	"contig-100_0"	1295	2.02	2.9	0.1115	0.0322	71.21	0.9802	0.689	0.707	27675	0.505
contig-100_1_4	31870.EFQ24841	6.54e-33	116.0	KOG4669@1|root,KOG4669@2759|Eukaryota,3A678@33154|Opisthokonta,3P5CB@4751|Fungi,3QXH0@4890|Ascomycota	4751|Fungi	C	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone	nad4L	-	1.6.5.3	ko:K03882	ko00190,ko01100,ko04714,ko04723,ko05012,map00190,map01100,map04714,map04723,map05012	M00142	R11945	RC00061	ko00000,ko00001,ko00002,ko01000,ko03029	3.D.1.6	-	-	Oxidored_q2	6	270	"contig-100_1"	668	3.13	4.03	0.0068	0.0057	96.62	0.9924	0.278	0.274	14641	0.681
contig-100_1_5	13684.ABU49445	9.64e-21	94.7	COG1007@1|root,KOG4668@2759|Eukaryota,38F5W@33154|Opisthokonta,3NZK6@4751|Fungi,3QK2M@4890|Ascomycota,2050M@147541|Dothideomycetes,4KDBR@92860|Pleosporales	4751|Fungi	C	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone	nad5	-	1.6.5.3	ko:K03883	ko00190,ko01100,ko04714,ko04723,ko05012,map00190,map01100,map04714,map04723,map05012	M00142	R11945	RC00061	ko00000,ko00001,ko00002,ko01000,ko03029	3.D.1.6	-	-	LAGLIDADG_1,NADH5_C,Proton_antipo_M,Proton_antipo_N	16	414	"contig-100_1"	668	3.13	4.03	0.0068	0.0057	96.62	0.9924	0.278	0.274	14641	0.681
contig-100_1_6	40384.G7DRZ9	6.83e-192	552.0	COG1007@1|root,KOG4668@2759|Eukaryota,38F5W@33154|Opisthokonta,3NZK6@4751|Fungi,3QK2M@4890|Ascomycota,20JRB@147545|Eurotiomycetes,3SCRE@5042|Eurotiales	4751|Fungi	C	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone	nad5	-	1.6.5.3	ko:K03883	ko00190,ko01100,ko04714,ko04723,ko05012,map00190,map01100,map04714,map04723,map05012	M00142	R11945	RC00061	ko00000,ko00001,ko00002,ko01000,ko03029	3.D.1.6	-	-	LAGLIDADG_1,NADH5_C,Proton_antipo_M,Proton_antipo_N	66	1125	"contig-100_1"	668	3.13	4.03	0.0068	0.0057	96.62	0.9924	0.278	0.274	14641	0.681
