CDSqueryname	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	MappedReadstoCDS	CDSLength	ParentContig	MappedReadstoParentContig	Duplicity	MeanDust	Damage+1	Damage-1	MeanLength	ANI	AvgReadGC	AvgRefGC	UniqueKmers	RatioDupKmers
contig-100_0_1	1122201.AUAZ01000017_gene2947	0.000779	51.6	COG0749@1|root,COG0749@2|Bacteria,1MU31@1224|Proteobacteria,1RNBG@1236|Gammaproteobacteria,465DD@72275|Alteromonadaceae	1236|Gammaproteobacteria	L	In addition to polymerase activity, this DNA polymerase exhibits 5'-3' exonuclease activity	-	-	-	-	-	-	-	-	-	-	-	-	DNA_pol_A	333	1824	"contig-100_0"	1590	2.2	1.79	0.2832	0.1807	66.9	0.9765	0.482	0.494	28131	0.545
contig-100_0_3	1343739.PAP_05305	7.02e-25	110.0	COG0104@1|root,arCOG04387@2157|Archaea,2XT59@28890|Euryarchaeota,24395@183968|Thermococci	183968|Thermococci	F	Plays an important role in the de novo pathway of purine nucleotide biosynthesis. Catalyzes the first committed step in the biosynthesis of AMP from IMP	purA	GO:0003674,GO:0003824,GO:0004019,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006163,GO:0006164,GO:0006167,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009259,GO:0009260,GO:0009987,GO:0016874,GO:0016879,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0044208,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046033,GO:0046040,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	6.3.4.4	ko:K01939	ko00230,ko00250,ko01100,map00230,map00250,map01100	M00049	R01135	RC00458,RC00459	ko00000,ko00001,ko00002,ko01000	-	-	-	Adenylsucc_synt	167	1059	"contig-100_0"	1590	2.2	1.79	0.2832	0.1807	66.9	0.9765	0.482	0.494	28131	0.545
contig-100_0_4	1121948.AUAC01000004_gene154	7.35e-07	51.2	COG1694@1|root,COG1694@2|Bacteria,1NBMN@1224|Proteobacteria,2UH4G@28211|Alphaproteobacteria,43YN7@69657|Hyphomonadaceae	28211|Alphaproteobacteria	S	MazG nucleotide pyrophosphohydrolase	-	-	-	-	-	-	-	-	-	-	-	-	DUF550,MazG-like	42	324	"contig-100_0"	1590	2.2	1.79	0.2832	0.1807	66.9	0.9765	0.482	0.494	28131	0.545
contig-100_0_5	2423.NA23_0207860	7.35e-07	56.6	COG1896@1|root,COG1896@2|Bacteria,2GCV2@200918|Thermotogae	200918|Thermotogae	S	HD domain	-	-	-	ko:K07023	-	-	-	-	ko00000	-	-	-	HD_2,HD_3	94	594	"contig-100_0"	1590	2.2	1.79	0.2832	0.1807	66.9	0.9765	0.482	0.494	28131	0.545
contig-100_0_7	521011.Mpal_0370	7.43e-53	208.0	COG1143@1|root,COG4983@1|root,arCOG01543@2157|Archaea,arCOG07809@2157|Archaea,2Y47N@28890|Euryarchaeota,2NB1E@224756|Methanomicrobia	224756|Methanomicrobia	C	Formate hydrogenlyase subunit 6 NADH ubiquinone oxidoreductase 23 kD subunit (chain I)	-	-	-	-	-	-	-	-	-	-	-	-	-	433	2571	"contig-100_0"	1590	2.2	1.79	0.2832	0.1807	66.9	0.9765	0.482	0.494	28131	0.545
contig-100_1_1	553217.ENHAE0001_2223	2.95e-07	60.1	2EK6T@1|root,33DX6@2|Bacteria,1NK4T@1224|Proteobacteria,1SU1G@1236|Gammaproteobacteria,3NQF4@468|Moraxellaceae	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	150	873	"contig-100_1"	1127	2.16	1.79	0.3172	0.2282	67.35	0.9754	0.484	0.497	20564	0.536
contig-100_1_3	1156919.QWC_12573	5.69e-128	387.0	28MJ5@1|root,2ZAVR@2|Bacteria,1R5CR@1224|Proteobacteria,2W1FE@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	249	1452	"contig-100_1"	1127	2.16	1.79	0.3172	0.2282	67.35	0.9754	0.484	0.497	20564	0.536
contig-100_1_4	1636270.A0A0E3M2T0_9CAUD	5.84e-35	131.0	4QGUX@10239|Viruses,4QSCB@28883|Caudovirales,4QNT7@10744|Podoviridae	10744|Podoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	97	705	"contig-100_1"	1127	2.16	1.79	0.3172	0.2282	67.35	0.9754	0.484	0.497	20564	0.536
contig-100_1_7	1211777.BN77_4169	4.54e-87	276.0	2C5GI@1|root,2Z8C1@2|Bacteria,1R8XM@1224|Proteobacteria,2TUME@28211|Alphaproteobacteria,4BJKS@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	P22 coat protein - gene protein 5	-	-	-	-	-	-	-	-	-	-	-	-	P22_CoatProtein	216	1209	"contig-100_1"	1127	2.16	1.79	0.3172	0.2282	67.35	0.9754	0.484	0.497	20564	0.536
contig-100_1_8	1380367.JIBC01000006_gene304	7.58e-16	82.8	2EETM@1|root,338M5@2|Bacteria,1NG34@1224|Proteobacteria,2UTDQ@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	105	753	"contig-100_1"	1127	2.16	1.79	0.3172	0.2282	67.35	0.9754	0.484	0.497	20564	0.536
contig-100_2_2	1304275.C41B8_05353	2.99e-05	53.9	28JTG@1|root,2Z9IR@2|Bacteria,1PCXZ@1224|Proteobacteria,1SIJB@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Protein of unknown function (DUF2793)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2793	164	1035	"contig-100_2"	927	2.15	1.91	0.2588	0.1895	67.7	0.9756	0.496	0.508	17118	0.535
contig-100_2_3	1258572.M9PKD4_9CAUD	0.000384	52.0	4QAK6@10239|Viruses,4QUP9@35237|dsDNA viruses  no RNA stage,4QPBY@28883|Caudovirales,4QNBD@10744|Podoviridae	10744|Podoviridae	S	outer membrane	-	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0008150,GO:0016032,GO:0019012,GO:0019058,GO:0019062,GO:0022610,GO:0042802,GO:0044403,GO:0044406,GO:0044419,GO:0044423,GO:0044650,GO:0051704,GO:0098015,GO:0098024	-	-	-	-	-	-	-	-	-	-	-	177	1389	"contig-100_2"	927	2.15	1.91	0.2588	0.1895	67.7	0.9756	0.496	0.508	17118	0.535
contig-100_2_4	469660.A8HNX0_9CAUD	1.42e-14	74.7	4QB55@10239|Viruses,4R0HB@35237|dsDNA viruses  no RNA stage,4QSJ0@28883|Caudovirales,4QNGX@10744|Podoviridae	10744|Podoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	67	465	"contig-100_2"	927	2.15	1.91	0.2588	0.1895	67.7	0.9756	0.496	0.508	17118	0.535
contig-100_2_5	1502852.FG94_04999	5.02e-22	99.0	2E3B7@1|root,32YAR@2|Bacteria,1NA75@1224|Proteobacteria,2W3I4@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	131	762	"contig-100_2"	927	2.15	1.91	0.2588	0.1895	67.7	0.9756	0.496	0.508	17118	0.535
contig-100_2_6	198214.SF0225	1.22e-12	77.8	COG1835@1|root,COG1835@2|Bacteria,1P5AN@1224|Proteobacteria,1RYT0@1236|Gammaproteobacteria	1236|Gammaproteobacteria	I	DNA/protein translocase of phage P22 injectosome	-	-	-	-	-	-	-	-	-	-	-	-	Inj_translocase	249	1281	"contig-100_2"	927	2.15	1.91	0.2588	0.1895	67.7	0.9756	0.496	0.508	17118	0.535
contig-100_3_2	741091.Rahaq_4982	2.19e-14	70.1	2CH99@1|root,32S5M@2|Bacteria,1N2GH@1224|Proteobacteria,1T0UT@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Recombination enhancement, RecA-dependent nuclease	-	-	-	-	-	-	-	-	-	-	-	-	RecA_dep_nuc	38	303	"contig-100_3"	1085	1.82	2.08	0.2453	0.1391	65.49	0.9675	0.574	0.591	22290	0.452
contig-100_3_3	450851.PHZ_c2601	1.76e-74	238.0	COG2089@1|root,COG2089@2|Bacteria,1MWG3@1224|Proteobacteria,2TRA6@28211|Alphaproteobacteria,2KFDR@204458|Caulobacterales	204458|Caulobacterales	M	PFAM N-acetylneuraminic acid synthase domain	-	-	2.5.1.56	ko:K01654	ko00520,ko01100,map00520,map01100	-	R01804,R04435	RC00159	ko00000,ko00001,ko01000	-	-	-	NeuB,SAF	141	855	"contig-100_3"	1085	1.82	2.08	0.2453	0.1391	65.49	0.9675	0.574	0.591	22290	0.452
contig-100_3_5	658612.MD26_12850	5.91e-124	362.0	COG2404@1|root,COG2404@2|Bacteria,1MXEH@1224|Proteobacteria,1SADM@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	phosphoesterase DHHA1	-	-	-	-	-	-	-	-	-	-	-	-	DHHA1	106	813	"contig-100_3"	1085	1.82	2.08	0.2453	0.1391	65.49	0.9675	0.574	0.591	22290	0.452
contig-100_3_6	1122970.AUHC01000022_gene2493	1.29e-78	261.0	COG0863@1|root,COG1475@1|root,COG0863@2|Bacteria,COG1475@2|Bacteria,1MVH7@1224|Proteobacteria,2TRNA@28211|Alphaproteobacteria,2K05E@204457|Sphingomonadales	204457|Sphingomonadales	KL	DNA methylase	-	-	-	-	-	-	-	-	-	-	-	-	N6_N4_Mtase,ParBc	320	1446	"contig-100_3"	1085	1.82	2.08	0.2453	0.1391	65.49	0.9675	0.574	0.591	22290	0.452
contig-100_3_7	136993.KB900626_gene2752	4.49e-16	79.0	2E5SR@1|root,330H4@2|Bacteria,1NBT8@1224|Proteobacteria,2UVZC@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	125	549	"contig-100_3"	1085	1.82	2.08	0.2453	0.1391	65.49	0.9675	0.574	0.591	22290	0.452
contig-100_4_1	748280.NH8B_1861	4.64e-05	52.8	2ED71@1|root,3373N@2|Bacteria,1NC8X@1224|Proteobacteria,2W36U@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	248	897	"contig-100_4"	1218	1.86	1.91	0.2597	0.1475	64.12	0.964	0.572	0.588	23700	0.461
contig-100_4_2	626887.J057_01685	4.95e-104	311.0	28HS3@1|root,2Z7ZE@2|Bacteria,1QH9A@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	203	855	"contig-100_4"	1218	1.86	1.91	0.2597	0.1475	64.12	0.964	0.572	0.588	23700	0.461
contig-100_4_4	663610.JQKO01000017_gene1710	1.37e-14	73.9	28QZI@1|root,2ZU95@2|Bacteria,1P43W@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	110	474	"contig-100_4"	1218	1.86	1.91	0.2597	0.1475	64.12	0.964	0.572	0.588	23700	0.461
