CDSqueryname	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	MappedReadstoCDS	CDSLength	ParentContig	MappedReadstoParentContig	Duplicity	MeanDust	Damage+1	Damage-1	MeanLength	ANI	AvgReadGC	AvgRefGC	UniqueKmers	RatioDupKmers
contig-100_0_1	1125863.JAFN01000001_gene1263	5.18e-19	85.5	2E8ZK@1|root,33394@2|Bacteria,1NFCZ@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	68	435	"contig-100_0"	2444	1.84	2.24	0.1618	0.076	67.49	0.9699	0.631	0.652	52472	0.456
contig-100_0_10	279530.Q6IWT9_9CAUD	6.7e-11	73.9	4QFDB@10239|Viruses,4QVA2@35237|dsDNA viruses  no RNA stage,4QTSF@28883|Caudovirales	28883|Caudovirales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	404	1917	"contig-100_0"	2444	1.84	2.24	0.1618	0.076	67.49	0.9699	0.631	0.652	52472	0.456
contig-100_1_2	1268240.ATFI01000008_gene2581	3.92e-45	168.0	COG1783@1|root,COG1783@2|Bacteria,4PMA2@976|Bacteroidetes,2G2CX@200643|Bacteroidia,4AVWS@815|Bacteroidaceae	976|Bacteroidetes	S	Terminase RNAseH like domain	-	-	-	ko:K06909	-	-	-	-	ko00000	-	-	-	Terminase_3,Terminase_3C	414	1215	"contig-100_1"	3929	2.04	2.36	0.2381	0.1286	64.84	0.9693	0.39	0.403	71064	0.509
contig-100_1_3	435590.BVU_2835	9.09e-30	129.0	2ABHQ@1|root,310YW@2|Bacteria,4PFKX@976|Bacteroidetes,2FR44@200643|Bacteroidia,4ANVB@815|Bacteroidaceae	976|Bacteroidetes	S	Phage portal protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_portal	455	1383	"contig-100_1"	3929	2.04	2.36	0.2381	0.1286	64.84	0.9693	0.39	0.403	71064	0.509
contig-100_1_4	1203606.HMPREF1526_00281	3.01e-09	63.2	COG3740@1|root,COG3740@2|Bacteria,1VH0Q@1239|Firmicutes,24R7W@186801|Clostridia	186801|Clostridia	S	Caudovirus prohead serine protease	-	-	-	ko:K06904	-	-	-	-	ko00000	-	-	-	Peptidase_S78	189	657	"contig-100_1"	3929	2.04	2.36	0.2381	0.1286	64.84	0.9693	0.39	0.403	71064	0.509
contig-100_1_5	990285.RGCCGE502_05075	6.04e-18	94.4	COG4653@1|root,COG4653@2|Bacteria,1MYMH@1224|Proteobacteria,2TUSK@28211|Alphaproteobacteria,4BDCP@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Major capsid protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_capsid	505	1440	"contig-100_1"	3929	2.04	2.36	0.2381	0.1286	64.84	0.9693	0.39	0.403	71064	0.509
contig-100_1_7	747.DR93_1188	3.48e-18	91.3	COG1215@1|root,COG1215@2|Bacteria,1RKTP@1224|Proteobacteria,1SAB0@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Glycosyl transferase family 2	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2	213	726	"contig-100_1"	3929	2.04	2.36	0.2381	0.1286	64.84	0.9693	0.39	0.403	71064	0.509
contig-100_1_8	935845.JADQ01000006_gene1826	0.000844	48.1	COG0457@1|root,COG0457@2|Bacteria,1V9G4@1239|Firmicutes,4HJRR@91061|Bacilli,26TGQ@186822|Paenibacillaceae	91061|Bacilli	S	Tetratricopeptide repeat	-	-	-	-	-	-	-	-	-	-	-	-	-	239	774	"contig-100_1"	3929	2.04	2.36	0.2381	0.1286	64.84	0.9693	0.39	0.403	71064	0.509
contig-100_1_15	867902.Ornrh_1183	5.51e-08	62.8	COG1196@1|root,COG1196@2|Bacteria,4NUKP@976|Bacteroidetes,1I4MA@117743|Flavobacteriia	976|Bacteroidetes	D	nuclear chromosome segregation	-	-	-	-	-	-	-	-	-	-	-	-	-	226	924	"contig-100_1"	3929	2.04	2.36	0.2381	0.1286	64.84	0.9693	0.39	0.403	71064	0.509
contig-100_2_9	1540257.JQMW01000009_gene3361	5.08e-56	178.0	2F2XD@1|root,33VSY@2|Bacteria,1UTUW@1239|Firmicutes,254EI@186801|Clostridia	186801|Clostridia	S	Nucleoside 2-deoxyribosyltransferase like	-	-	-	-	-	-	-	-	-	-	-	-	Nuc_deoxyri_tr2	67	402	"contig-100_2"	2366	2.15	2.27	0.1623	0.1164	70.58	0.9741	0.392	0.404	46929	0.534
contig-100_2_11	203124.Tery_1889	1.61e-20	107.0	COG0587@1|root,COG1372@1|root,COG0587@2|Bacteria,COG1372@2|Bacteria,1G0US@1117|Cyanobacteria,1H71N@1150|Oscillatoriales	1117|Cyanobacteria	L	DNA polymerase III alpha subunit	dnaE	-	2.7.7.7	ko:K02337	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_alpha,HHH_6,PHP,tRNA_anti-codon	466	2613	"contig-100_2"	2366	2.15	2.27	0.1623	0.1164	70.58	0.9741	0.392	0.404	46929	0.534
contig-100_3_5	314265.R2601_24040	0.000147	51.6	2CC5E@1|root,3345H@2|Bacteria,1N69Q@1224|Proteobacteria,2UF2K@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	IMG reference gene	-	-	-	-	-	-	-	-	-	-	-	-	-	228	909	"contig-100_3"	3063	1.96	2.15	0.1858	0.1117	64.01	0.9673	0.615	0.636	56271	0.49
contig-100_3_12	1121378.KB899701_gene2056	0.000273	51.2	COG1783@1|root,COG1783@2|Bacteria	2|Bacteria	S	DNA packaging	-	-	-	ko:K06909	-	-	-	-	ko00000	-	-	-	Terminase_3,Terminase_6	312	1026	"contig-100_3"	3063	1.96	2.15	0.1858	0.1117	64.01	0.9673	0.615	0.636	56271	0.49
contig-100_3_14	316274.Haur_0564	1.34e-07	59.3	COG4373@1|root,COG4373@2|Bacteria	2|Bacteria	-	-	gp17a	-	-	ko:K06909	-	-	-	-	ko00000	-	-	-	Terminase_6,Terminase_6C	204	636	"contig-100_3"	3063	1.96	2.15	0.1858	0.1117	64.01	0.9673	0.615	0.636	56271	0.49
contig-100_4_3	1052684.PPM_2649	4.86e-51	192.0	COG4373@1|root,COG4373@2|Bacteria,1TQNK@1239|Firmicutes,4HDES@91061|Bacilli,26WPR@186822|Paenibacillaceae	91061|Bacilli	S	Mu-like prophage FluMu protein gp28	-	-	-	-	-	-	-	-	-	-	-	-	Terminase_6,Terminase_6C	675	1749	"contig-100_4"	3523	2.43	2.14	0.1946	0.0945	70.63	0.9713	0.595	0.616	61852	0.588
contig-100_5_3	768679.TTX_1054	3.67e-17	89.7	COG1533@1|root,arCOG01290@2157|Archaea,2XPQ6@28889|Crenarchaeota	28889|Crenarchaeota	L	PFAM Radical SAM domain protein	-	-	-	-	-	-	-	-	-	-	-	-	Radical_SAM	226	1347	"contig-100_5"	1393	2.02	2.07	0.1455	0.0607	68.76	0.972	0.437	0.447	28099	0.505
contig-100_5_6	1009370.ALO_12721	0.000159	48.1	COG0500@1|root,COG2226@2|Bacteria,1V56J@1239|Firmicutes,4H7NN@909932|Negativicutes	909932|Negativicutes	Q	methyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	-	36	534	"contig-100_5"	1393	2.02	2.07	0.1455	0.0607	68.76	0.972	0.437	0.447	28099	0.505
contig-100_5_7	1229909.NSED_04090	1.4e-08	66.2	arCOG15271@1|root,arCOG15271@2157|Archaea,41SWU@651137|Thaumarchaeota	651137|Thaumarchaeota	S	DNA polymerase type B, organellar and viral	-	-	-	-	-	-	-	-	-	-	-	-	DNA_pol_B_2	318	1602	"contig-100_5"	1393	2.02	2.07	0.1455	0.0607	68.76	0.972	0.437	0.447	28099	0.505
contig-100_5_13	632292.Calhy_0748	1.05e-20	90.9	2E5K5@1|root,330BC@2|Bacteria,1VC9N@1239|Firmicutes,24MU7@186801|Clostridia	186801|Clostridia	S	Siphovirus Gp157	-	-	-	-	-	-	-	-	-	-	-	-	Sipho_Gp157	80	540	"contig-100_5"	1393	2.02	2.07	0.1455	0.0607	68.76	0.972	0.437	0.447	28099	0.505
contig-100_5_14	479431.Namu_1431	1.34e-30	114.0	COG5113@1|root,COG3236@2|Bacteria,2HZEQ@201174|Actinobacteria,4EWP1@85013|Frankiales	201174|Actinobacteria	O	Domain of unknown function (DUF1768)	-	-	-	ko:K09935	-	-	-	-	ko00000	-	-	-	DUF1768	73	426	"contig-100_5"	1393	2.02	2.07	0.1455	0.0607	68.76	0.972	0.437	0.447	28099	0.505
contig-100_5_16	1380370.JIBA01000013_gene1159	5.51e-05	46.6	COG2197@1|root,COG2197@2|Bacteria,2GIVA@201174|Actinobacteria,4FFSW@85021|Intrasporangiaceae	201174|Actinobacteria	K	LuxR family transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	GerE,Response_reg	29	210	"contig-100_5"	1393	2.02	2.07	0.1455	0.0607	68.76	0.972	0.437	0.447	28099	0.505
contig-100_6_2	1122947.FR7_2452	1.63e-66	230.0	COG1215@1|root,COG1216@1|root,COG4122@1|root,COG1215@2|Bacteria,COG1216@2|Bacteria,COG4122@2|Bacteria,1UY7X@1239|Firmicutes,4H3GH@909932|Negativicutes	909932|Negativicutes	M	N-terminal domain of galactosyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_tranf_2_4,Glyco_transf_7C,Glycos_transf_2,Methyltransf_24	103	738	"contig-100_6"	1148	1.89	2.0	0.1727	0.1219	68.61	0.975	0.4	0.412	24733	0.469
contig-100_6_3	1123508.JH636441_gene3521	5.08e-09	65.1	COG0535@1|root,COG0535@2|Bacteria,2J3DJ@203682|Planctomycetes	203682|Planctomycetes	S	Iron-sulfur cluster-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Radical_SAM,SPASM	126	924	"contig-100_6"	1148	1.89	2.0	0.1727	0.1219	68.61	0.975	0.4	0.412	24733	0.469
contig-100_6_6	533240.CRC_01134	0.000505	48.9	COG3774@1|root,COG3774@2|Bacteria,1GJ9D@1117|Cyanobacteria,1HR4I@1161|Nostocales	1117|Cyanobacteria	M	Glycosyltransferase sugar-binding region containing DXD motif	-	-	-	-	-	-	-	-	-	-	-	-	Gly_transf_sug	114	807	"contig-100_6"	1148	1.89	2.0	0.1727	0.1219	68.61	0.975	0.4	0.412	24733	0.469
contig-100_6_7	1002339.HMPREF9373_0338	1.03e-25	105.0	2ECBC@1|root,3369Q@2|Bacteria,1NCNS@1224|Proteobacteria,1SU8Y@1236|Gammaproteobacteria,3NMTV@468|Moraxellaceae	1236|Gammaproteobacteria	S	Nucleotide-diphospho-sugar transferase	-	-	-	-	-	-	-	-	-	-	-	-	Nucleotid_trans	58	552	"contig-100_6"	1148	1.89	2.0	0.1727	0.1219	68.61	0.975	0.4	0.412	24733	0.469
