CDSqueryname	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	MappedReadstoCDS	CDSLength	ParentContig	MappedReadstoParentContig	Duplicity	MeanDust	Damage+1	Damage-1	MeanLength	ANI	AvgReadGC	AvgRefGC	UniqueKmers	RatioDupKmers
contig-100_0_1	1122132.AQYH01000015_gene2282	2.75e-10	65.5	2DSRK@1|root,33H6U@2|Bacteria,1P21N@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	125	495	"contig-100_0"	4751	1.88	1.86	0.2491	0.1582	58.41	0.9665	0.491	0.517	76930	0.468
contig-100_0_2	356851.JOAN01000003_gene1438	2.59e-26	117.0	2DWTC@1|root,341SS@2|Bacteria,2GSG4@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	458	1817	"contig-100_0"	4751	1.88	1.86	0.2491	0.1582	58.41	0.9665	0.491	0.517	76930	0.468
contig-100_0_3	935866.JAER01000006_gene3408	4.13e-33	147.0	COG1345@1|root,COG5283@1|root,COG1345@2|Bacteria,COG5283@2|Bacteria	2|Bacteria	N	Required for morphogenesis and for the elongation of the flagellar filament by facilitating polymerization of the flagellin monomers at the tip of growing filament. Forms a capping structure, which prevents flagellin subunits (transported through the central channel of the flagellum) from leaking out without polymerization at the distal end	-	-	-	ko:K02396	ko02040,map02040	-	-	-	ko00000,ko00001,ko02035	-	-	-	PhageMin_Tail,TMP_2,Tape_meas_lam_C	928	4621	"contig-100_0"	4751	1.88	1.86	0.2491	0.1582	58.41	0.9665	0.491	0.517	76930	0.468
contig-100_0_6	1121272.KB903293_gene7154	1.55e-20	88.2	2DIJ3@1|root,303F8@2|Bacteria,2II22@201174|Actinobacteria,4DIWY@85008|Micromonosporales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Phage_tail_2	106	6075	"contig-100_0"	4751	1.88	1.86	0.2491	0.1582	58.41	0.9665	0.491	0.517	76930	0.468
contig-100_0_8	1068978.AMETH_6271	4.41e-09	58.5	2B4KX@1|root,31XD6@2|Bacteria,2IPEM@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	113	6659	"contig-100_0"	4751	1.88	1.86	0.2491	0.1582	58.41	0.9665	0.491	0.517	76930	0.468
contig-100_0_9	1206731.BAGB01000076_gene6538	1.13e-11	68.9	2B2ME@1|root,31V6V@2|Bacteria,2GPAB@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	229	7259	"contig-100_0"	4751	1.88	1.86	0.2491	0.1582	58.41	0.9665	0.491	0.517	76930	0.468
contig-100_0_11	1463856.JOHY01000012_gene3353	7.36e-68	230.0	2EYX9@1|root,33S42@2|Bacteria,2IABS@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Phage_capsid	579	8828	"contig-100_0"	4751	1.88	1.86	0.2491	0.1582	58.41	0.9665	0.491	0.517	76930	0.468
contig-100_0_12	69279.BG36_03530	3.79e-34	127.0	COG3740@1|root,COG3740@2|Bacteria,1NHKT@1224|Proteobacteria,2U82W@28211|Alphaproteobacteria,43M2T@69277|Phyllobacteriaceae	28211|Alphaproteobacteria	S	Caudovirus prohead serine protease	-	-	-	ko:K06904	-	-	-	-	ko00000	-	-	-	Peptidase_S78	218	9534	"contig-100_0"	4751	1.88	1.86	0.2491	0.1582	58.41	0.9665	0.491	0.517	76930	0.468
contig-100_0_13	1123242.JH636434_gene5641	2.81e-23	109.0	COG4695@1|root,COG4695@2|Bacteria,2IZS2@203682|Planctomycetes	203682|Planctomycetes	S	Phage portal protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_portal	522	10727	"contig-100_0"	4751	1.88	1.86	0.2491	0.1582	58.41	0.9665	0.491	0.517	76930	0.468
contig-100_0_15	696748.ASU2_03215	6.5e-45	173.0	COG4626@1|root,COG4626@2|Bacteria,1MW7K@1224|Proteobacteria,1RP8Z@1236|Gammaproteobacteria,1Y9US@135625|Pasteurellales	135625|Pasteurellales	S	Phage Terminase	-	-	-	-	-	-	-	-	-	-	-	-	Terminase_1	485	12518	"contig-100_0"	4751	1.88	1.86	0.2491	0.1582	58.41	0.9665	0.491	0.517	76930	0.468
contig-100_0_16	1237500.ANBA01000003_gene4745	5.77e-13	70.1	2BI6J@1|root,32CBT@2|Bacteria,2GRG0@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Terminase_4	144	12957	"contig-100_0"	4751	1.88	1.86	0.2491	0.1582	58.41	0.9665	0.491	0.517	76930	0.468
contig-100_1_8	471856.Jden_2185	5.63e-10	64.7	COG1876@1|root,COG3409@1|root,COG1876@2|Bacteria,COG3409@2|Bacteria	2|Bacteria	M	Peptidoglycan-binding domain 1 protein	-	-	3.5.1.28	ko:K01448	ko01503,map01503	M00727	R04112	RC00064,RC00141	ko00000,ko00001,ko00002,ko01000,ko01011,ko03036	-	-	-	PG_binding_1,VanY	202	2892	"contig-100_1"	3660	1.96	1.93	0.2489	0.1599	58.56	0.9662	0.493	0.517	56947	0.491
