CDSqueryname	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	MappedReadstoCDS	CDSLength	ParentContig	MappedReadstoParentContig	Duplicity	MeanDust	Damage+1	Damage-1	MeanLength	ANI	AvgReadGC	AvgRefGC	UniqueKmers	RatioDupKmers
contig-100_0_1	1206731.BAGB01000121_gene9341	2.08e-71	240.0	COG3039@1|root,COG3039@2|Bacteria,2IERV@201174|Actinobacteria	201174|Actinobacteria	L	Transposase	-	-	-	ko:K07481	-	-	-	-	ko00000	-	-	-	DDE_Tnp_1,DUF772	118	1386	"contig-100_0"	317	2.37	2.47	0.0261	0.0143	72.82	0.9887	0.663	0.667	5983	0.579
contig-100_0_2	1440774.Y900_030340	1.74e-56	197.0	2CNC8@1|root,32SGS@2|Bacteria,2ID8V@201174|Actinobacteria,23DJD@1762|Mycobacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	89	1188	"contig-100_0"	317	2.37	2.47	0.0261	0.0143	72.82	0.9887	0.663	0.667	5983	0.579
contig-100_1_1	405948.SACE_5002	7.29e-71	217.0	COG0262@1|root,COG0262@2|Bacteria,2GKX0@201174|Actinobacteria,4E351@85010|Pseudonocardiales	201174|Actinobacteria	H	RibD C-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	RibD_C	23	375	"contig-100_1"	198	2.12	2.34	0.0341	0.0	79.45	0.9895	0.644	0.645	4812	0.528
contig-100_1_2	101510.RHA1_ro03809	1.25e-15	76.3	COG0262@1|root,COG0262@2|Bacteria,2I8GU@201174|Actinobacteria,4FYPN@85025|Nocardiaceae	201174|Actinobacteria	H	RibD C-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	RibD_C	12	294	"contig-100_1"	198	2.12	2.34	0.0341	0.0	79.45	0.9895	0.644	0.645	4812	0.528
contig-100_1_4	479432.Sros_8719	1.02e-72	220.0	COG0346@1|root,COG0346@2|Bacteria,2IKTR@201174|Actinobacteria,4EJVF@85012|Streptosporangiales	201174|Actinobacteria	E	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	-	-	-	-	-	-	-	-	-	-	-	-	Glyoxalase	16	420	"contig-100_1"	198	2.12	2.34	0.0341	0.0	79.45	0.9895	0.644	0.645	4812	0.528
contig-100_1_6	1210884.HG799462_gene8888	5.59e-06	52.8	COG0587@1|root,COG0587@2|Bacteria,2IYGA@203682|Planctomycetes	203682|Planctomycetes	L	DNA polymerase III alpha subunit	-	-	2.7.7.7	ko:K02337	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_alpha,HHH_6,PHP,tRNA_anti-codon	19	429	"contig-100_1"	198	2.12	2.34	0.0341	0.0	79.45	0.9895	0.644	0.645	4812	0.528
contig-100_2_2	1229780.BN381_730001	6.45e-86	277.0	COG3385@1|root,COG3385@2|Bacteria,2H68X@201174|Actinobacteria,3UX8D@52018|unclassified Actinobacteria (class)	201174|Actinobacteria	L	Transposase DDE domain group 1	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_1_4	163	1305	"contig-100_2"	321	2.53	3.14	0.0429	0.0	81.33	0.9842	0.7	0.707	6766	0.605
contig-100_2_3	266117.Rxyl_2784	1.07e-80	247.0	COG0819@1|root,COG0819@2|Bacteria,2IA0S@201174|Actinobacteria,4CQEN@84995|Rubrobacteria	84995|Rubrobacteria	K	Catalyzes an amino-pyrimidine hydrolysis reaction at the C5' of the pyrimidine moiety of thiamine compounds, a reaction that is part of a thiamine salvage pathway	-	-	3.5.99.2	ko:K03707	ko00730,ko01100,map00730,map01100	-	R02133,R09993	RC00224,RC00652,RC02832	ko00000,ko00001,ko01000,ko03000	-	-	-	TENA_THI-4	30	669	"contig-100_2"	321	2.53	3.14	0.0429	0.0	81.33	0.9842	0.7	0.707	6766	0.605
contig-100_3_1	1282360.ABAC460_00210	6.48e-08	58.5	COG2442@1|root,COG2442@2|Bacteria,1R86F@1224|Proteobacteria,2U4H5@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Protein of unknown function (DUF433)	-	-	-	-	-	-	-	-	-	-	-	-	DUF433	44	609	"contig-100_3"	230	2.24	2.28	0.022	0.0089	73.55	0.9925	0.646	0.648	4673	0.554
contig-100_3_2	1244869.H261_00590	7.82e-15	73.2	COG4634@1|root,COG4634@2|Bacteria,1RJZA@1224|Proteobacteria,2U9BX@28211|Alphaproteobacteria,2JYA7@204441|Rhodospirillales	204441|Rhodospirillales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16	399	"contig-100_3"	230	2.24	2.28	0.022	0.0089	73.55	0.9925	0.646	0.648	4673	0.554
