CDSqueryname	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	MappedReadstoCDS	CDSLength	ParentContig	MappedReadstoParentContig	Duplicity	MeanDust	Damage+1	Damage-1	MeanLength	ANI	AvgReadGC	AvgRefGC	UniqueKmers	RatioDupKmers
contig-100_0_1	218284.CCDN010000003_gene2960	8.41e-22	85.5	2DGPQ@1|root,2ZWUI@2|Bacteria,1W46U@1239|Firmicutes,4I02F@91061|Bacilli	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	147	"contig-100_0"	249	2.55	1.88	0.0351	0.0	80.99	0.986	0.496	0.494	5177	0.608
contig-100_1_1	1205681.CALW02000073_gene1919	1.49e-15	68.6	2AIDV@1|root,318V9@2|Bacteria,1Q10S@1224|Proteobacteria,2V5CE@28211|Alphaproteobacteria,48UFJ@772|Bartonellaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	108	"contig-100_1"	167	2.44	1.8	0.027	0.0	78.72	0.9853	0.517	0.516	3470	0.59
contig-100_2_1	1141106.CAIB01000193_gene1831	5.39e-51	170.0	29HGN@1|root,304DX@2|Bacteria,1TWJE@1239|Firmicutes,4I5CX@91061|Bacilli,4H0XB@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	28	624	"contig-100_2"	102	2.43	2.81	0.0	0.0556	79.66	0.9947	0.381	0.377	2165	0.589
contig-100_2_2	1141106.CAIB01000193_gene1832	3.42e-70	214.0	COG4570@1|root,COG4570@2|Bacteria,1TYDM@1239|Firmicutes,4I7HQ@91061|Bacilli,4H0TE@90964|Staphylococcaceae	91061|Bacilli	L	Endodeoxyribonuclease RusA	-	-	-	-	-	-	-	-	-	-	-	-	RusA	27	429	"contig-100_2"	102	2.43	2.81	0.0	0.0556	79.66	0.9947	0.381	0.377	2165	0.589
contig-100_2_3	1141106.CAIB01000193_gene1833	1.54e-33	128.0	2BKPQ@1|root,32F5C@2|Bacteria,1TWE7@1239|Firmicutes,4I562@91061|Bacilli,4H0R4@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	25	537	"contig-100_2"	102	2.43	2.81	0.0	0.0556	79.66	0.9947	0.381	0.377	2165	0.589
contig-100_3_1	1179226.AJXO01000077_gene2879	7.02e-81	243.0	COG0702@1|root,COG0702@2|Bacteria,1TQFS@1239|Firmicutes,4HDA2@91061|Bacilli,4GX31@90964|Staphylococcaceae	91061|Bacilli	GM	NmrA-like family	-	-	-	-	-	-	-	-	-	-	-	-	NAD_binding_10	19	375	"contig-100_3"	104	2.09	2.08	0.0	0.0	70.9	0.992	0.393	0.389	2132	0.522
contig-100_3_2	1122129.AUEF01000016_gene88	4.52e-237	652.0	COG2130@1|root,COG2130@2|Bacteria,1TQUE@1239|Firmicutes,4HCHY@91061|Bacilli,4GY9X@90964|Staphylococcaceae	91061|Bacilli	S	N-terminal domain of oxidoreductase	yfmJ	-	1.6.5.5	ko:K00344,ko:K07119	-	-	-	-	ko00000,ko01000	-	-	-	ADH_N_2,ADH_zinc_N	67	1005	"contig-100_3"	104	2.09	2.08	0.0	0.0	70.9	0.992	0.393	0.389	2132	0.522
contig-100_3_3	1220551.SCHR_09474	3.21e-58	181.0	COG4270@1|root,COG4270@2|Bacteria,1V77H@1239|Firmicutes,4IJTD@91061|Bacilli,4GZ8A@90964|Staphylococcaceae	91061|Bacilli	S	Membrane	-	-	-	-	-	-	-	-	-	-	-	-	-	9	282	"contig-100_3"	104	2.09	2.08	0.0	0.0	70.9	0.992	0.393	0.389	2132	0.522
contig-100_4_1	435837.HMPREF0798_02097	3.23e-132	375.0	COG1961@1|root,COG1961@2|Bacteria,1UZT3@1239|Firmicutes,4HCR8@91061|Bacilli,4GYM3@90964|Staphylococcaceae	91061|Bacilli	L	Resolvase, N terminal domain	binR	-	-	-	-	-	-	-	-	-	-	-	HTH_7,Resolvase	21	579	"contig-100_4"	71	1.9	2.95	0.0	0.0	77.15	0.9942	0.318	0.318	1833	0.475
contig-100_4_2	1159488.SEQMU2_14455	1.56e-126	362.0	COG1961@1|root,COG1961@2|Bacteria,1UY4S@1239|Firmicutes,4HD5D@91061|Bacilli,4GXPD@90964|Staphylococcaceae	91061|Bacilli	L	DNA-invertase Bin3	-	-	-	-	-	-	-	-	-	-	-	-	HTH_7,Resolvase	23	612	"contig-100_4"	71	1.9	2.95	0.0	0.0	77.15	0.9942	0.318	0.318	1833	0.475
