CDSqueryname	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	MappedReadstoCDS	CDSLength	ParentContig	MappedReadstoParentContig	Duplicity	MeanDust	Damage+1	Damage-1	MeanLength	ANI	AvgReadGC	AvgRefGC	UniqueKmers	RatioDupKmers
contig-100_0_1	521393.JH806633_gene1242	7.63e-07	57.0	COG2887@1|root,COG2887@2|Bacteria,2IBTP@201174|Actinobacteria	201174|Actinobacteria	L	Belongs to the helicase family. UvrD subfamily	-	-	-	-	-	-	-	-	-	-	-	-	PDDEXK_1	170	818	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_2	429009.Adeg_1563	2.11e-67	229.0	COG0773@1|root,COG0773@2|Bacteria,1TQ5H@1239|Firmicutes,2484K@186801|Clostridia,42ERF@68295|Thermoanaerobacterales	186801|Clostridia	M	Belongs to the MurCDEF family	murC	-	6.3.2.8	ko:K01924	ko00471,ko00550,ko01100,map00471,map00550,map01100	-	R03193	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011	-	-	-	Mur_ligase,Mur_ligase_C,Mur_ligase_M	378	2382	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_3	714083.JH370377_gene1319	3.78e-16	89.4	COG5412@1|root,COG5412@2|Bacteria,2IGZV@201174|Actinobacteria,4FRDX@85023|Microbacteriaceae	201174|Actinobacteria	S	phage tail tape measure protein	-	-	-	-	-	-	-	-	-	-	-	-	-	348	4096	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_4	1123325.JHUV01000012_gene1004	3.65e-128	387.0	COG0008@1|root,COG0008@2|Bacteria,2G3SV@200783|Aquificae	200783|Aquificae	J	Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu)	gltX	-	6.1.1.17,6.1.1.24	ko:K01885,ko:K09698	ko00860,ko00970,ko01100,ko01110,ko01120,map00860,map00970,map01100,map01110,map01120	M00121,M00359,M00360	R03651,R05578	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko02048,ko03016	-	-	-	tRNA-synt_1c	357	5511	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_5	1382306.JNIM01000001_gene37	9.04e-60	207.0	COG0707@1|root,COG0707@2|Bacteria,2G6EH@200795|Chloroflexi	200795|Chloroflexi	M	Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II)	murG	-	2.4.1.227	ko:K02563	ko00550,ko01100,ko01502,ko04112,map00550,map01100,map01502,map04112	-	R05032,R05662	RC00005,RC00049	ko00000,ko00001,ko01000,ko01011	-	GT28	-	Glyco_tran_28_C,Glyco_transf_28	358	6808	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_6	1169152.AXVD01000015_gene1190	4.33e-53	189.0	COG0772@1|root,COG0772@2|Bacteria,2GKXP@201174|Actinobacteria,4FVAQ@85025|Nocardiaceae	201174|Actinobacteria	D	Belongs to the SEDS family	ftsW	GO:0008150,GO:0040007	2.4.1.227	ko:K02563,ko:K03588	ko00550,ko01100,ko01502,ko04112,map00550,map01100,map01502,map04112	-	R05032,R05662	RC00005,RC00049	ko00000,ko00001,ko01000,ko01011,ko02000,ko03036	2.A.103.1	GT28	-	FTSW_RODA_SPOVE	279	7823	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_7	1051646.VITU9109_24795	3.35e-53	194.0	COG3653@1|root,COG3653@2|Bacteria,1MWWY@1224|Proteobacteria,1RPIW@1236|Gammaproteobacteria,1XUZN@135623|Vibrionales	135623|Vibrionales	Q	Amidohydrolase family	-	-	3.5.1.81,3.5.1.82	ko:K01461,ko:K06015	-	-	R02192	RC00064,RC00328	ko00000,ko01000	-	-	-	Amidohydro_3	398	9398	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_8	309803.CTN_0451	7.18e-38	144.0	COG0472@1|root,COG0472@2|Bacteria,2GCSQ@200918|Thermotogae	200918|Thermotogae	M	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan	mraY	-	2.7.8.13	ko:K01000	ko00550,ko01100,ko01502,map00550,map01100,map01502	-	R05629,R05630	RC00002,RC02753	ko00000,ko00001,ko01000,ko01011	9.B.146	-	-	Glycos_transf_4,MraY_sig1	288	10537	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_9	411461.DORFOR_00116	2.16e-06	57.4	COG1686@1|root,COG1686@2|Bacteria,1TQN0@1239|Firmicutes,249B3@186801|Clostridia,27UYH@189330|Dorea	186801|Clostridia	M	Penicillin-binding protein 5, C-terminal domain	dacF	-	3.4.16.4	ko:K07258	ko00550,ko01100,map00550,map01100	-	-	-	ko00000,ko00001,ko01000,ko01002,ko01011	-	-	-	PBP5_C,Peptidase_S11	258	11472	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_10	523794.Lebu_2252	6.96e-15	77.0	COG1386@1|root,COG1386@2|Bacteria,37AE7@32066|Fusobacteria	32066|Fusobacteria	D	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpA that pull DNA away from mid-cell into both cell halves	-	-	-	ko:K06024	-	-	-	-	ko00000,ko03036	-	-	-	SMC_ScpB	132	12007	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_11	265729.GS18_0209930	3.25e-15	80.1	COG1354@1|root,COG1354@2|Bacteria,1TRW3@1239|Firmicutes,4HA6Q@91061|Bacilli,1ZDD6@1386|Bacillus	91061|Bacilli	D	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpB that pull DNA away from mid-cell into both cell halves	scpA	GO:0003674,GO:0005488,GO:0005515,GO:0042802	-	ko:K05896	-	-	-	-	ko00000,ko03036	-	-	-	SMC_ScpA	166	12704	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_12	1216362.B437_02075	5.31e-46	172.0	COG1306@1|root,COG1306@2|Bacteria,379EF@32066|Fusobacteria	32066|Fusobacteria	S	Putative glycosyl hydrolase domain	-	-	-	-	-	-	-	-	-	-	-	-	DUF4015	360	14018	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_13	1382306.JNIM01000001_gene2588	7.27e-82	271.0	COG2812@1|root,COG2812@2|Bacteria,2G5PK@200795|Chloroflexi	200795|Chloroflexi	L	DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity	dnaX	-	2.7.7.7	ko:K02343	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_delta2,DNA_pol3_gamma3	303	15187	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_14	1501269.EW15_0082	8.48e-14	80.9	COG2931@1|root,COG2931@2|Bacteria,1GMX7@1117|Cyanobacteria,1MNBJ@1212|Prochloraceae	1117|Cyanobacteria	Q	Domain of unknown function (DUF4214)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4214	311	16579	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_16	794903.OPIT5_02835	3.79e-93	297.0	COG0513@1|root,COG0513@2|Bacteria,46TUA@74201|Verrucomicrobia,3K7AP@414999|Opitutae	414999|Opitutae	L	DEAD DEAH box helicase	-	-	-	-	-	-	-	-	-	-	-	-	DEAD,Helicase_C	375	18547	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_17	997346.HMPREF9374_3756	1.1e-223	644.0	COG1217@1|root,COG1217@2|Bacteria,1TQ5Y@1239|Firmicutes,4HAQ6@91061|Bacilli,27BA8@186824|Thermoactinomycetaceae	91061|Bacilli	T	Elongation factor G C-terminus	typA	-	-	ko:K06207	-	-	-	-	ko00000	-	-	-	EFG_C,EFG_II,GTP_EFTU,GTP_EFTU_D2	572	20641	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_18	794903.OPIT5_24290	1.51e-05	51.2	COG2165@1|root,COG2165@2|Bacteria,46YNG@74201|Verrucomicrobia,3K9VP@414999|Opitutae	414999|Opitutae	NU	Prokaryotic N-terminal methylation motif	-	-	-	-	-	-	-	-	-	-	-	-	N_methyl	109	21136	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_21	246197.MXAN_7361	3.33e-05	55.1	COG5276@1|root,COG5276@2|Bacteria,1RBM1@1224|Proteobacteria,42TF9@68525|delta/epsilon subdivisions,2WPX5@28221|Deltaproteobacteria,2YZGW@29|Myxococcales	28221|Deltaproteobacteria	S	LVIVD repeat	-	-	-	-	-	-	-	-	-	-	-	-	LVIVD	369	23604	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_22	574087.Acear_1767	0.000496	45.8	COG4970@1|root,COG4970@2|Bacteria	2|Bacteria	NU	protein transport across the cell outer membrane	-	-	-	ko:K08084	-	-	-	-	ko00000,ko02044	3.A.15.2	-	-	GspH,N_methyl	92	24013	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_23	694431.DESACE_01320	4.44e-41	155.0	COG1459@1|root,COG1459@2|Bacteria,1MV4U@1224|Proteobacteria,42NES@68525|delta/epsilon subdivisions,2WNBE@28221|Deltaproteobacteria,2M745@213113|Desulfurellales	28221|Deltaproteobacteria	NU	Type II secretion system (T2SS), protein F	-	-	-	ko:K02653	-	-	-	-	ko00000,ko02035,ko02044	3.A.15.2	-	-	T2SSF	251	25017	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_24	515635.Dtur_0873	7.76e-119	373.0	COG2804@1|root,COG2804@2|Bacteria	2|Bacteria	NU	Type II secretory pathway, ATPase PulE Tfp pilus assembly pathway, ATPase PilB	ctsE	-	-	ko:K02454,ko:K02652	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02035,ko02044	3.A.15,3.A.15.2	-	-	T2SSE,T2SSE_N	319	26320	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_25	237368.SCABRO_00086	1.48e-94	286.0	COG2887@1|root,COG2887@2|Bacteria	2|Bacteria	L	Belongs to the helicase family. UvrD subfamily	-	-	3.6.4.12	ko:K10742	ko03030,map03030	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	AAA_24,PDDEXK_1	216	27319	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_27	768670.Calni_1339	5.02e-15	73.9	COG0328@1|root,COG0328@2|Bacteria,2GFX8@200930|Deferribacteres	200930|Deferribacteres	L	Reverse transcriptase-like	-	-	3.1.26.4	ko:K03469	ko03030,map03030	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	RVT_3	87	28679	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_28	1244869.H261_16912	7.36e-39	144.0	COG2404@1|root,COG2404@2|Bacteria,1MXEH@1224|Proteobacteria,2U76B@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	phosphoesterase DHHA1	-	-	-	-	-	-	-	-	-	-	-	-	DHHA1	195	29503	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_29	96561.Dole_0677	4.97e-63	213.0	COG0126@1|root,COG0126@2|Bacteria,1MUNU@1224|Proteobacteria,42N4P@68525|delta/epsilon subdivisions,2WJ0B@28221|Deltaproteobacteria,2MJ55@213118|Desulfobacterales	28221|Deltaproteobacteria	F	Belongs to the phosphoglycerate kinase family	pgk	-	2.7.2.3	ko:K00927	ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00002,M00003,M00165,M00166,M00308,M00552	R01512	RC00002,RC00043	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	PGK	284	30584	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_30	411467.BACCAP_01292	1.83e-05	51.2	COG2246@1|root,COG2246@2|Bacteria	2|Bacteria	S	polysaccharide biosynthetic process	-	-	-	-	-	-	-	-	-	-	-	-	GtrA	144	31497	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_31	1282360.ABAC460_04990	1.12e-21	97.8	COG2968@1|root,COG2968@2|Bacteria,1RH7T@1224|Proteobacteria,2U981@28211|Alphaproteobacteria,2KGEZ@204458|Caulobacterales	204458|Caulobacterales	S	Protein of unknown function (DUF541)	-	-	-	ko:K09807	-	-	-	-	ko00000	-	-	-	SIMPL	191	32265	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_32	938289.CAJN020000002_gene728	1.32e-45	161.0	COG0149@1|root,COG0149@2|Bacteria,1TP2F@1239|Firmicutes,248JN@186801|Clostridia,268FX@186813|unclassified Clostridiales	186801|Clostridia	G	Involved in the gluconeogenesis. Catalyzes stereospecifically the conversion of dihydroxyacetone phosphate (DHAP) to D-glyceraldehyde-3-phosphate (G3P)	tpiA	-	5.3.1.1	ko:K01803	ko00010,ko00051,ko00562,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00051,map00562,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00002,M00003	R01015	RC00423	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	iHN637.CLJU_RS19265	TIM	243	33155	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_33	629773.AORY01000005_gene2724	2.82e-20	90.5	COG0586@1|root,COG0586@2|Bacteria,1R180@1224|Proteobacteria,2UC2D@28211|Alphaproteobacteria,2KDFC@204457|Sphingomonadales	204457|Sphingomonadales	S	SNARE associated Golgi protein	-	-	-	-	-	-	-	-	-	-	-	-	SNARE_assoc	114	33715	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_34	1173263.Syn7502_03081	1.77e-53	186.0	COG1085@1|root,COG1085@2|Bacteria,1G1CA@1117|Cyanobacteria	1117|Cyanobacteria	H	PFAM Galactose-1-phosphate uridyl transferase	-	-	2.7.7.12	ko:K00965	ko00052,ko00520,ko01100,ko04917,map00052,map00520,map01100,map04917	M00362,M00554,M00632	R00955	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	GalP_UDP_tr_C,GalP_UDP_transf,HIT	260	34695	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_35	244582.JQAK01000001_gene2040	8.15e-49	187.0	COG0768@1|root,COG0768@2|Bacteria,1MV8C@1224|Proteobacteria,2TRXN@28211|Alphaproteobacteria,47EYD@766|Rickettsiales	766|Rickettsiales	M	Cell division protein FtsI penicillin-binding protein 2	pbpA1	-	3.4.16.4	ko:K05515	ko00550,ko01501,map00550,map01501	-	-	-	ko00000,ko00001,ko01000,ko01011	-	-	-	PBP_dimer,Transpeptidase	537	36605	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_37	402777.KB235898_gene5133	1.2e-11	70.5	COG1792@1|root,COG1792@2|Bacteria,1G1VN@1117|Cyanobacteria,1H7BB@1150|Oscillatoriales	1117|Cyanobacteria	M	PFAM Rod shape-determining protein MreC	mreC	-	-	ko:K03570	-	-	-	-	ko00000,ko03036	9.B.157.1	-	-	MreC	183	37675	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
contig-100_0_38	926550.CLDAP_08170	2.81e-102	312.0	COG1077@1|root,COG1077@2|Bacteria,2G62K@200795|Chloroflexi	200795|Chloroflexi	D	TIGRFAM cell shape determining protein, MreB Mrl family	-	-	-	ko:K03569	-	-	-	-	ko00000,ko02048,ko03036,ko04812	1.A.33.1,9.B.157.1	-	-	MreB_Mbl	286	38718	"contig-100_0"	16260	2.27	2.1	0.3275	0.1326	72.37	0.9737	0.475	0.495	317543	0.56
