CDSqueryname	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	MappedReadstoCDS	CDSLength	ParentContig	MappedReadstoParentContig	Duplicity	MeanDust	Damage+1	Damage-1	MeanLength	ANI	AvgReadGC	AvgRefGC	UniqueKmers	RatioDupKmers
contig-100_0_1	1410670.JHXF01000005_gene1003	1.01e-05	50.1	COG1181@1|root,COG1181@2|Bacteria,1TP2Y@1239|Firmicutes,248CR@186801|Clostridia,3WGGM@541000|Ruminococcaceae	186801|Clostridia	F	Belongs to the D-alanine--D-alanine ligase family	ddl	-	6.1.2.1,6.3.2.35,6.3.2.4	ko:K01921,ko:K15739,ko:K18856	ko00473,ko00550,ko01100,ko01502,ko02020,map00473,map00550,map01100,map01502,map02020	M00651,M00652	R01150,R09588	RC00037,RC00064,RC00094,RC00141	ko00000,ko00001,ko00002,ko01000,ko01011,ko01504	-	-	-	Dala_Dala_lig_C,Dala_Dala_lig_N	50	291	"contig-100_0"	1897	2.14	3.05	0.4081	0.1815	68.25	0.973	0.337	0.349	35691	0.533
contig-100_0_3	679200.HMPREF9333_00508	1.28e-36	144.0	COG1974@1|root,COG1974@2|Bacteria,1TQ3H@1239|Firmicutes,24AXJ@186801|Clostridia	186801|Clostridia	K	Represses a number of genes involved in the response to DNA damage (SOS response), including recA and lexA. In the presence of single-stranded DNA, RecA interacts with LexA causing an autocatalytic cleavage which disrupts the DNA-binding part of LexA, leading to derepression of the SOS regulon and eventually DNA repair	lexA	-	3.4.21.88	ko:K01356	-	M00729	-	-	ko00000,ko00002,ko01000,ko01002,ko03400	-	-	-	LexA_DNA_bind,Peptidase_S24	408	2454	"contig-100_0"	1897	2.14	3.05	0.4081	0.1815	68.25	0.973	0.337	0.349	35691	0.533
contig-100_0_4	1095743.HMPREF1054_1383	7.4e-36	134.0	2DUZH@1|root,33T6A@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	108	684	"contig-100_0"	1897	2.14	3.05	0.4081	0.1815	68.25	0.973	0.337	0.349	35691	0.533
contig-100_0_5	1144342.PMI40_04398	3.61e-08	52.8	COG1396@1|root,COG1396@2|Bacteria,1NGM7@1224|Proteobacteria,2VVXC@28216|Betaproteobacteria,4782Y@75682|Oxalobacteraceae	28216|Betaproteobacteria	K	Helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_3	29	213	"contig-100_0"	1897	2.14	3.05	0.4081	0.1815	68.25	0.973	0.337	0.349	35691	0.533
contig-100_0_6	864563.HMPREF9166_1541	2.06e-265	768.0	COG0653@1|root,COG0653@2|Bacteria,1TPEY@1239|Firmicutes,4H2RV@909932|Negativicutes	909932|Negativicutes	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane	secA	-	-	ko:K03070	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.10,3.A.5.2,3.A.5.4	-	-	Helicase_C,SEC-C,SecA_DEAD,SecA_PP_bind,SecA_SW	529	2550	"contig-100_0"	1897	2.14	3.05	0.4081	0.1815	68.25	0.973	0.337	0.349	35691	0.533
contig-100_0_8	1237149.C900_02235	9.18e-131	392.0	COG0769@1|root,COG0769@2|Bacteria,4NE9W@976|Bacteroidetes,47JT3@768503|Cytophagia	976|Bacteroidetes	M	Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan	murE	-	6.3.2.13	ko:K01928	ko00300,ko00550,map00300,map00550	-	R02788	RC00064,RC00090	ko00000,ko00001,ko01000,ko01011	-	-	-	Mur_ligase,Mur_ligase_C,Mur_ligase_M	250	1230	"contig-100_0"	1897	2.14	3.05	0.4081	0.1815	68.25	0.973	0.337	0.349	35691	0.533
contig-100_0_9	315749.Bcer98_2562	1.64e-15	83.2	COG0771@1|root,COG0771@2|Bacteria,1TQ3P@1239|Firmicutes,4HA5P@91061|Bacilli,1ZARV@1386|Bacillus	91061|Bacilli	M	Cell wall formation. Catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine (UMA)	murD	-	6.3.2.9	ko:K01925	ko00471,ko00550,ko01100,map00471,map00550,map01100	-	R02783	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011	-	-	-	Mur_ligase_C,Mur_ligase_M	153	729	"contig-100_0"	1897	2.14	3.05	0.4081	0.1815	68.25	0.973	0.337	0.349	35691	0.533
contig-100_1_1	452662.SJA_C1-17160	2.9e-24	103.0	COG0550@1|root,COG1754@1|root,COG0550@2|Bacteria,COG1754@2|Bacteria,1MUFZ@1224|Proteobacteria,2TRGN@28211|Alphaproteobacteria,2K2HN@204457|Sphingomonadales	204457|Sphingomonadales	L	Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone	topA	-	5.99.1.2	ko:K03168	-	-	-	-	ko00000,ko01000,ko03032,ko03400	-	-	-	Topoisom_bac,Toprim,Toprim_C_rpt,zf-C4_Topoisom	54	330	"contig-100_1"	1574	2.2	3.17	0.4013	0.2482	68.57	0.9732	0.329	0.34	29015	0.546
contig-100_1_2	388413.ALPR1_02645	5.07e-274	769.0	COG0449@1|root,COG0449@2|Bacteria,4NE8Q@976|Bacteroidetes,47KVG@768503|Cytophagia	976|Bacteroidetes	M	Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source	glmS	GO:0003674,GO:0003824,GO:0004360,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006002,GO:0006040,GO:0006047,GO:0006139,GO:0006464,GO:0006486,GO:0006487,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008483,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009225,GO:0009987,GO:0016740,GO:0016769,GO:0019538,GO:0019637,GO:0034641,GO:0034645,GO:0036211,GO:0043170,GO:0043412,GO:0043413,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0055086,GO:0070085,GO:0070548,GO:0071704,GO:1901135,GO:1901137,GO:1901360,GO:1901564,GO:1901566,GO:1901576	2.6.1.16	ko:K00820	ko00250,ko00520,ko01100,ko01130,ko04931,map00250,map00520,map01100,map01130,map04931	-	R00768	RC00010,RC00163,RC02752	ko00000,ko00001,ko01000,ko01002	-	-	-	GATase_6,SIS	286	1836	"contig-100_1"	1574	2.2	3.17	0.4013	0.2482	68.57	0.9732	0.329	0.34	29015	0.546
contig-100_1_3	1487921.DP68_06430	3.12e-43	158.0	COG0758@1|root,COG0758@2|Bacteria,1TPP7@1239|Firmicutes,24AS2@186801|Clostridia,36EJZ@31979|Clostridiaceae	186801|Clostridia	LU	DNA protecting protein DprA	dprA	-	-	ko:K04096	-	-	-	-	ko00000	-	-	-	DNA_processg_A	202	861	"contig-100_1"	1574	2.2	3.17	0.4013	0.2482	68.57	0.9732	0.329	0.34	29015	0.546
