CDSqueryname	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	MappedReadstoCDS	CDSLength	ParentContig	MappedReadstoParentContig	Duplicity	MeanDust	Damage+1	Damage-1	MeanLength	ANI	AvgReadGC	AvgRefGC	UniqueKmers	RatioDupKmers
contig-100_0_1	1232427.CAVS020000038_gene902	7.53e-226	626.0	COG0215@1|root,COG0215@2|Bacteria,2GJF2@201174|Actinobacteria,22KC0@1653|Corynebacteriaceae	201174|Actinobacteria	J	Belongs to the class-I aminoacyl-tRNA synthetase family	cysS	GO:0000166,GO:0003674,GO:0003824,GO:0004812,GO:0004817,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006423,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0017076,GO:0019538,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0040007,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576	6.1.1.16	ko:K01883	ko00970,map00970	M00359,M00360	R03650	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	DALR_2,tRNA-synt_1e	35	887	"contig-100_0"	197	2.32	2.62	0.0	0.026	105.45	0.994	0.64	0.641	6578	0.569
contig-100_0_2	1232427.CAVS020000038_gene903	1.96e-111	320.0	COG0245@1|root,COG0245@2|Bacteria,2II8H@201174|Actinobacteria,22MXZ@1653|Corynebacteriaceae	201174|Actinobacteria	I	Involved in the biosynthesis of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP), two major building blocks of isoprenoid compounds. Catalyzes the conversion of 4- diphosphocytidyl-2-C-methyl-D-erythritol 2-phosphate (CDP-ME2P) to 2-C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-CPP) with a corresponding release of cytidine 5-monophosphate (CMP)	ispF	GO:0003674,GO:0003824,GO:0006629,GO:0006720,GO:0006721,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0008685,GO:0009058,GO:0009987,GO:0016114,GO:0016829,GO:0016849,GO:0040007,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0051483,GO:0071704,GO:1901576	2.7.7.60,4.6.1.12	ko:K01770,ko:K12506	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096	R05633,R05637	RC00002,RC01440	ko00000,ko00001,ko00002,ko01000	-	-	iNJ661.Rv3581c	YgbB	14	1613	"contig-100_0"	197	2.32	2.62	0.0	0.026	105.45	0.994	0.64	0.641	6578	0.569
contig-100_0_3	1232427.CAVS020000006_gene675	1.79e-245	686.0	COG1403@1|root,COG1403@2|Bacteria,2HGWC@201174|Actinobacteria,22MDP@1653|Corynebacteriaceae	201174|Actinobacteria	V	HNH endonuclease domain protein	-	-	-	-	-	-	-	-	-	-	-	-	HNH	58	3181	"contig-100_0"	197	2.32	2.62	0.0	0.026	105.45	0.994	0.64	0.641	6578	0.569
contig-100_0_4	1414719.CBYN010000041_gene717	4.07e-110	321.0	COG3145@1|root,COG3145@2|Bacteria,2GMSV@201174|Actinobacteria,22KQ0@1653|Corynebacteriaceae	201174|Actinobacteria	L	Alkylated DNA repair protein	alkB	-	1.14.11.33	ko:K03919	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	2OG-FeII_Oxy_2	21	3851	"contig-100_0"	197	2.32	2.62	0.0	0.026	105.45	0.994	0.64	0.641	6578	0.569
contig-100_0_5	1232427.CAVS020000006_gene678	5.43e-164	459.0	COG4221@1|root,COG4221@2|Bacteria,2GMGQ@201174|Actinobacteria,22KHV@1653|Corynebacteriaceae	201174|Actinobacteria	L	Belongs to the short-chain dehydrogenases reductases (SDR) family	serD	-	-	-	-	-	-	-	-	-	-	-	adh_short	24	4558	"contig-100_0"	197	2.32	2.62	0.0	0.026	105.45	0.994	0.64	0.641	6578	0.569
contig-100_0_6	1232427.CAVS020000006_gene679	2.72e-136	391.0	COG2843@1|root,COG2843@2|Bacteria,2GK15@201174|Actinobacteria,22PNU@1653|Corynebacteriaceae	201174|Actinobacteria	M	Bacterial capsule synthesis protein PGA_cap	-	-	-	ko:K07282	-	-	-	-	ko00000	-	-	-	PGA_cap	18	5133	"contig-100_0"	197	2.32	2.62	0.0	0.026	105.45	0.994	0.64	0.641	6578	0.569
contig-100_1_1	1147042.H9A0U5_9CAUD	1.59e-117	346.0	4QARF@10239|Viruses,4QZ65@35237|dsDNA viruses  no RNA stage,4QSYZ@28883|Caudovirales,4QM3S@10699|Siphoviridae	10699|Siphoviridae	S	Phage terminase large subunit	-	-	-	-	-	-	-	-	-	-	-	-	-	31	528	"contig-100_1"	299	2.61	2.63	0.0	0.0149	98.39	0.9884	0.36	0.356	8076	0.616
contig-100_1_2	1405498.SSIM_04885	5.3e-86	256.0	COG3728@1|root,COG3728@2|Bacteria,1TXTA@1239|Firmicutes,4I6VJ@91061|Bacilli,4GZ5C@90964|Staphylococcaceae	91061|Bacilli	L	Terminase small subunit	-	-	-	-	-	-	-	-	-	-	-	-	Terminase_2	25	1015	"contig-100_1"	299	2.61	2.63	0.0	0.0149	98.39	0.9884	0.36	0.356	8076	0.616
contig-100_1_3	279808.SH2361	4.18e-95	277.0	2E42J@1|root,32YZ1@2|Bacteria,1VMGI@1239|Firmicutes,4HPEJ@91061|Bacilli,4GZAK@90964|Staphylococcaceae	91061|Bacilli	S	Transcriptional regulator, RinA family	-	-	-	-	-	-	-	-	-	-	-	-	DUF722	18	1684	"contig-100_1"	299	2.61	2.63	0.0	0.0149	98.39	0.9884	0.36	0.356	8076	0.616
contig-100_1_4	1280.SAXN108_1938	4.23e-08	51.2	2DIUD@1|root,30450@2|Bacteria,1TW1G@1239|Firmicutes,4I4QV@91061|Bacilli,4H05E@90964|Staphylococcaceae	91061|Bacilli	S	Transcriptional activator RinB	-	-	-	-	-	-	-	-	-	-	-	-	RinB	5	1925	"contig-100_1"	299	2.61	2.63	0.0	0.0149	98.39	0.9884	0.36	0.356	8076	0.616
contig-100_1_7	1405498.SSIM_13705	2.48e-76	233.0	COG0756@1|root,COG0756@2|Bacteria,1VGM6@1239|Firmicutes,4HP6X@91061|Bacilli,4GZ5N@90964|Staphylococcaceae	91061|Bacilli	F	This enzyme is involved in nucleotide metabolism it produces dUMP, the immediate precursor of thymidine nucleotides and it decreases the intracellular concentration of dUTP so that uracil cannot be incorporated into DNA	dut	-	3.6.1.23	ko:K01520	ko00240,ko00983,ko01100,map00240,map00983,map01100	M00053	R02100,R11896	RC00002	ko00000,ko00001,ko00002,ko01000,ko03400	-	-	-	dUTPase	24	2787	"contig-100_1"	299	2.61	2.63	0.0	0.0149	98.39	0.9884	0.36	0.356	8076	0.616
contig-100_1_9	1636204.A0A0E3T9I2_9CAUD	2.86e-05	48.5	4QFWR@10239|Viruses,4QUFI@28883|Caudovirales,4QKTE@10699|Siphoviridae	10699|Siphoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16	3313	"contig-100_1"	299	2.61	2.63	0.0	0.0149	98.39	0.9884	0.36	0.356	8076	0.616
contig-100_1_10	1147042.H9A0T3_9CAUD	2.96e-79	235.0	4QDU7@10239|Viruses,4QXZ8@35237|dsDNA viruses  no RNA stage,4QPYQ@28883|Caudovirales	28883|Caudovirales	S	Staphylococcal nuclease homologue	-	-	-	-	-	-	-	-	-	-	-	-	-	17	3660	"contig-100_1"	299	2.61	2.63	0.0	0.0149	98.39	0.9884	0.36	0.356	8076	0.616
contig-100_1_11	1500386.A0A060ABA9_9CAUD	6.12e-38	132.0	4QKP2@10699|Siphoviridae	10699|Siphoviridae	S	YopX protein	-	-	-	-	-	-	-	-	-	-	-	-	-	12	4029	"contig-100_1"	299	2.61	2.63	0.0	0.0149	98.39	0.9884	0.36	0.356	8076	0.616
contig-100_1_12	1234593.ANBY01000020_gene1345	7.17e-22	86.7	2CC8Y@1|root,3045M@2|Bacteria,1TW2T@1239|Firmicutes,4I4SI@91061|Bacilli,4H08Q@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	4213	"contig-100_1"	299	2.61	2.63	0.0	0.0149	98.39	0.9884	0.36	0.356	8076	0.616
contig-100_1_13	1147043.H9A100_9CAUD	2.87e-104	301.0	4QBGM@10239|Viruses,4QX2U@35237|dsDNA viruses  no RNA stage,4QPJV@28883|Caudovirales,4QMV9@10699|Siphoviridae	10699|Siphoviridae	S	nucleoside deoxyribosyltransferase activity	-	-	-	-	-	-	-	-	-	-	-	-	-	22	4674	"contig-100_1"	299	2.61	2.63	0.0	0.0149	98.39	0.9884	0.36	0.356	8076	0.616
contig-100_2_1	1197952.I6T7K7_9CAUD	2.07e-27	104.0	4QAX8@10239|Viruses,4QVB1@35237|dsDNA viruses  no RNA stage,4QPHH@28883|Caudovirales	28883|Caudovirales	S	calcium ion binding	-	-	-	-	-	-	-	-	-	-	-	-	-	4	151	"contig-100_2"	239	2.67	2.89	0.0	0.0	94.89	0.9887	0.337	0.333	5983	0.626
contig-100_2_2	1034809.SLUG_08440	2.55e-129	370.0	2CV27@1|root,32SWP@2|Bacteria,1VBY4@1239|Firmicutes,4HKQV@91061|Bacilli,4GY13@90964|Staphylococcaceae	91061|Bacilli	S	Putative HNHc nuclease	-	-	-	-	-	-	-	-	-	-	-	-	HNHc_6	28	822	"contig-100_2"	239	2.67	2.89	0.0	0.0	94.89	0.9887	0.337	0.333	5983	0.626
contig-100_2_3	525378.HMPREF0793_1842	1.25e-106	310.0	2DR9Y@1|root,33AUY@2|Bacteria,1VEP1@1239|Firmicutes,4HIWW@91061|Bacilli,4GZZG@90964|Staphylococcaceae	91061|Bacilli	L	HNH endonuclease	-	-	-	-	-	-	-	-	-	-	-	-	HNH_3,NUMOD4	26	1371	"contig-100_2"	239	2.67	2.89	0.0	0.0	94.89	0.9887	0.337	0.333	5983	0.626
contig-100_2_4	435837.HMPREF0798_01611	3.9e-63	197.0	COG0629@1|root,COG0629@2|Bacteria,1V3WT@1239|Firmicutes,4HH8I@91061|Bacilli,4GX8H@90964|Staphylococcaceae	91061|Bacilli	L	Plays an important role in DNA replication, recombination and repair. Binds to ssDNA and to an array of partner proteins to recruit them to their sites of action during DNA metabolism	ssb	-	-	ko:K03111	ko03030,ko03430,ko03440,map03030,map03430,map03440	-	-	-	ko00000,ko00001,ko03029,ko03032,ko03400	-	-	-	SSB	30	1815	"contig-100_2"	239	2.67	2.89	0.0	0.0	94.89	0.9887	0.337	0.333	5983	0.626
