# DIAMOND v2.0.14. http://github.com/bbuchfink/diamond
# Invocation: diamond blastx -d /data/dragonen/01.Active_Projects/2024.Subglacial_Precip/databases/diamond/MCycDB_2021_2 -q S1_S2_unmappedhpcc_contig.fa -o S1_S2_unmappedhpcc_contig_MCycDB_1.tsv -k 1 -e 0.00000000001 --query-cover 80 --id 60 --outfmt 6 --header
# Fields: Query ID, Subject ID, Percentage of identical matches, Alignment length, Number of mismatches, Number of gap openings, Start of alignment in query, End of alignment in query, Start of alignment in subject, End of alignment in subject, Expected value, Bit score
contig-100_755	WP_104371377.1_[gene=acs,souce=NCBI_bacteria_refseq]	64.1	665	225	5	2156	177	3	658	5.52e-316	881
contig-100_1910	909663.KI867150_gene96_[description=cdhC_ontology=COG1614_source=eggNOG]	68.9	476	148	0	6	1433	223	698	1.33e-257	722
contig-100_1955	A0A2E8GCI6	65.0	428	149	1	135	1415	4	431	4.78e-217	616
contig-100_2033	WP_096206739.1_[gene=fae-hps,souce=NCBI_archaea_refseq]	92.6	393	29	0	1376	198	1	393	1.78e-260	715
contig-100_2208	WP_096207453.1_[gene=cdhC,souce=NCBI_archaea_refseq]	92.0	411	33	0	1236	4	1	411	8.86e-289	789
contig-100_2439	WP_096207207.1_[gene=cdhD,souce=NCBI_archaea_refseq]	94.6	368	19	1	144	1244	1	368	2.00e-251	691
contig-100_2534	A0A3M1X8B6	70.5	359	106	0	2	1078	52	410	2.53e-189	533
contig-100_2695	169830323_[description=cdhA_ontology=COG1152_source=COG]	65.4	390	134	1	3	1169	1	390	1.51e-181	526
contig-100_2811	WP_096206141.1_[gene=hdrA2,souce=NCBI_archaea_refseq]	85.8	380	54	0	1140	1	186	565	4.70e-244	685
contig-100_2884	WP_068719317.1_[gene=gpmI,souce=NCBI_bacteria_refseq]	60.6	345	128	2	1123	113	171	515	5.56e-149	433
contig-100_2954	WP_109134318.1_[gene=acs,souce=NCBI_bacteria_refseq]	87.9	348	42	0	1048	5	4	351	1.19e-236	661
contig-100_3484	A0A2H0MZ21	60.6	269	93	2	125	931	172	427	3.46e-108	325
contig-100_3554	451948748_[description=acsD_ontology=COG2069_source=COG]	62.9	286	96	5	991	149	58	338	6.88e-114	353
contig-100_3778	ttf:THTE_4313_[description=mvhA_ontology=K14126_source=KEGG]	66.6	299	100	0	59	955	1	299	2.47e-148	428
contig-100_3938	WP_115791855.1_[gene=cooS,souce=NCBI_bacteria_refseq]	73.8	309	81	0	3	929	243	551	2.91e-165	476
contig-100_4286	A0A5E4KY76	85.4	294	43	0	1	882	108	401	5.66e-193	539
contig-100_4302	WP_048089759.1_[gene=cdhA,souce=NCBI_archaea_refseq]	71.8	291	82	0	1	873	289	579	5.19e-128	385
contig-100_4327	WP_116483884.1_[gene=mcrA,souce=NCBI_archaea_refseq]	83.6	293	46	2	1	879	266	556	2.01e-178	506
contig-100_4526	A0A3M1LSI9	72.9	284	77	0	854	3	355	638	5.82e-148	432
contig-100_4543	A0A3C0V117	84.7	275	42	0	848	24	384	658	9.76e-173	495
contig-100_4695	A0A3C0V4Y4	75.0	280	70	0	840	1	135	414	4.12e-151	440
contig-100_4809	555779.Dthio_PD2368_[description=hdrA1_ontology=COG1148_source=eggNOG]	63.3	248	90	1	743	3	298	545	6.17e-109	331
contig-100_4839	555779.Dthio_PD3239_[description=cdhC_ontology=COG1614_source=eggNOG]	64.8	273	96	0	824	6	334	606	3.96e-130	388
contig-100_4886	555779.Dthio_PD3230_[description=fdhA_ontology=COG3383_source=eggNOG]	67.4	273	79	2	1	789	103	375	4.08e-140	401
contig-100_5431	A0A5E4L3K8	91.4	222	19	0	104	769	22	243	1.05e-145	412
contig-100_5481	A0A3C0LBP7	75.6	254	62	0	764	3	144	397	4.07e-139	400
contig-100_5532	WP_048093223.1_[gene=acs,souce=NCBI_archaea_refseq]	76.5	204	48	0	614	3	3	206	1.51e-113	342
contig-100_6055	206889832_[description=apgM_ontology=COG3635_source=COG]	61.0	200	77	1	603	4	1	199	2.48e-88	269
contig-100_6148	A0A523S7D9	73.8	233	61	0	2	700	166	398	3.00e-121	361
contig-100_6314	A0A1V5MK73	78.5	195	42	0	634	50	1	195	1.48e-101	303
contig-100_6326	A0A350SIL3	69.1	233	72	0	700	2	200	432	1.12e-116	345
contig-100_6560	206889832_[description=apgM_ontology=COG3635_source=COG]	61.5	200	76	1	86	685	1	199	9.30e-88	267
contig-100_6605	WP_115791855.1_[gene=cooS,souce=NCBI_bacteria_refseq]	64.0	222	78	1	660	1	15	236	1.67e-88	276
contig-100_6679	1449126.JQKL01000012_gene3470_[description=hdrA2_ontology=COG1148_source=eggNOG]	64.3	213	76	0	640	2	3	215	2.92e-89	278
contig-100_6696	1304284.L21TH_1216_[description=eno_ontology=COG0148_source=eggNOG]	78.3	217	47	0	24	674	1	217	1.01e-117	344
contig-100_6737	A0A1V5MDB1	78.0	205	45	0	617	3	6	210	5.44e-111	327
contig-100_6832	A0A5E4KXH2	94.6	221	12	0	3	665	64	284	2.00e-150	423
contig-100_6837	A0A1G2DZ77	77.8	221	49	0	665	3	178	398	1.64e-124	361
contig-100_6953	320353969_[description=fpoL_ontology=COG1009_source=COG]	70.6	218	64	0	654	1	75	292	1.61e-105	320
contig-100_7071	260892250_[description=cdhC_ontology=COG1614_source=COG]	84.8	217	33	0	652	2	127	343	2.97e-130	386
contig-100_7207	690850.Desaf_1800_[description=fdhA_ontology=COG3383_source=eggNOG]	69.6	214	65	0	3	644	163	376	8.32e-101	316
contig-100_7287	A0A522CAD3	83.1	189	32	0	2	568	224	412	5.38e-108	318
contig-100_7360	A0A315XJ36	84.9	212	32	0	2	637	426	637	4.09e-125	370
contig-100_7429	dfo:Dform_00937_[description=mvhA_ontology=K14126_source=KEGG]	64.1	209	74	1	630	4	147	354	4.04e-96	290
contig-100_7970	1449126.JQKL01000002_gene1551_[description=mvhG_ontology=COG1941_source=eggNOG]	60.7	201	76	1	1	603	93	290	1.21e-85	258
contig-100_8013	A0A5E4K8R1	87.1	201	26	0	604	2	85	285	9.42e-126	365
contig-100_8217	1123371.ATXH01000017_gene654_[description=fpoM_ontology=COG1008_source=eggNOG]	67.0	197	63	2	593	3	22	216	4.78e-80	249
contig-100_8243	880073.Calab_3043_[description=mvhA_ontology=COG3259_source=eggNOG]	74.0	181	47	0	547	5	1	181	9.26e-96	289
contig-100_8278	997346.HMPREF9374_4041_[description=acs_ontology=COG0365_source=eggNOG]	61.3	186	71	1	2	559	8	192	3.92e-74	224
contig-100_8283	A0A484HC32	65.0	197	69	0	591	1	317	513	2.24e-93	285
contig-100_8522	169830323_[description=cdhA_ontology=COG1152_source=COG]	65.3	193	66	1	581	3	393	584	1.27e-86	273
contig-100_8656	A0A5E4L6U1	85.9	192	27	0	576	1	96	287	1.26e-118	341
contig-100_8786	WP_116482955.1_[gene=mtrC,souce=NCBI_archaea_refseq]	78.4	185	40	0	570	16	91	275	1.13e-101	296
contig-100_8802	626522.GCWU000325_02281_[description=fbaA_ontology=COG0191_source=eggNOG]	78.7	169	35	1	63	566	2	170	2.92e-88	265
contig-100_8960	867903.ThesuDRAFT_01580_[description=acs_ontology=COG0365_source=eggNOG]	61.5	187	70	1	3	563	272	456	9.82e-77	242
contig-100_9078	392408634_[description=cdhC_ontology=COG1614_source=COG]	61.7	183	70	0	557	9	293	475	2.25e-79	253
contig-100_9157	A0A538DG05	66.3	184	62	0	552	1	151	334	2.35e-79	250
contig-100_9306	909663.KI867150_gene97_[description=cooS_ontology=COG0369_source=eggNOG]	61.5	187	65	1	10	549	46	232	3.54e-72	232
contig-100_9318	A0A2H6GM78	79.7	182	37	0	547	2	63	244	1.17e-97	290
contig-100_9438	A0A1V5W2I4	61.3	181	69	1	544	2	89	268	7.25e-70	231
contig-100_9680	1173028.ANKO01000017_gene243_[description=fdwB_ontology=COG1894_source=eggNOG]	66.3	178	58	2	2	535	221	396	1.49e-71	228
contig-100_9684	WP_096203358.1_[gene=hdrA2,souce=NCBI_archaea_refseq]	68.6	172	54	0	2	517	784	955	1.33e-73	241
contig-100_9737	A0A1V5MDB1	75.6	176	43	0	534	7	197	372	6.87e-91	273
contig-100_9828	555779.Dthio_PD3225_[description=acsC_ontology=COG1456_source=eggNOG]	61.7	175	66	1	526	5	1	175	1.52e-68	217
contig-100_10389	WP_096203559.1_[gene=ftr,souce=NCBI_archaea_refseq]	94.1	153	9	0	513	55	145	297	1.32e-95	281
contig-100_11043	1173028.ANKO01000017_gene243_[description=fdwB_ontology=COG1894_source=eggNOG]	60.4	164	64	1	494	3	313	475	1.45e-65	211
contig-100_11077	555088.DealDRAFT_1821_[description=fdhA_ontology=COG3383_source=eggNOG]	73.2	164	44	0	494	3	310	473	2.20e-87	268
contig-100_11178	A0A1Y1R9B4	68.9	148	46	0	491	48	145	292	7.91e-65	215
contig-100_11281	56780.SYN_02232_[description=fbp_ontology=COG1980_source=eggNOG]	73.0	148	40	0	6	449	218	365	3.28e-79	241
contig-100_11334	206890771_[description=cdhC_ontology=COG1614_source=COG]	70.8	161	47	0	5	487	516	676	2.15e-80	254
contig-100_11423	328953645_[description=acsD_ontology=COG2069_source=COG]	65.4	159	53	1	9	485	144	300	7.87e-68	211
contig-100_11441	A0A1G3XQQ6	85.1	161	24	0	3	485	24	184	3.10e-96	283
contig-100_11727	A0A2M7Z4L8	74.1	158	40	1	6	479	66	222	2.63e-78	240
contig-100_11983	A0A350SKS7	86.6	157	21	0	472	2	179	335	6.53e-94	280
contig-100_12033	epo:Epro_0027_[description=fbaA_ontology=K01624_source=KEGG]	63.2	152	56	0	471	16	55	206	3.03e-62	197
contig-100_12050	220932416_[description=gpmI_ontology=COG0696_source=COG]	62.4	157	58	1	2	472	112	267	1.63e-68	218
contig-100_12246	1379698.RBG1_1C00001G0047_[description=mvhA_ontology=COG3259_source=eggNOG]	64.9	148	51	1	467	27	340	487	1.52e-62	202
contig-100_12381	A0A5E4KWI5	78.4	153	33	0	2	460	420	572	2.52e-79	249
contig-100_12497	289376.THEYE_A1127_[description=cooF_ontology=COG0437_source=eggNOG]	80.9	131	25	0	394	2	1	131	6.34e-86	251
