# DIAMOND v2.0.14. http://github.com/bbuchfink/diamond
# Invocation: diamond blastx -d /data/dragonen/01.Active_Projects/2024.Subglacial_Precip/databases/diamond/SCycDB_2020Mar_2 -q S18_unmappedhpcc_contig.fa -o S18_unmappedhpcc_contig_SCycDB_1.tsv -k 1 -e 0.00000000001 --query-cover 80 --id 60 --outfmt 6 --header
# Fields: Query ID, Subject ID, Percentage of identical matches, Alignment length, Number of mismatches, Number of gap openings, Start of alignment in query, End of alignment in query, Start of alignment in subject, End of alignment in subject, Expected value, Bit score
contig-100_1747	385811531_[description=gdh_ontology=COG0334_source=COG]	74.9	211	53	0	1	633	237	447	2.86e-118	346
contig-100_2762	85859018_[description=slcC_ontology=COG0111_source=COG]	65.5	165	56	1	23	517	191	354	5.09e-66	213
contig-100_3368	1191523.MROS_1690_[description=pta_ontology=COG0280_source=eggNOG]	66.4	128	43	0	4	387	622	749	1.14e-49	172
contig-100_3471	161156.JQKW01000014_gene225_[description=phsC_ontology=COG4117_source=eggNOG]	61.7	128	48	1	6	386	49	176	3.09e-51	165
contig-100_4168	WP_054649210.1_[gene=cysA,souce=NCBI_bacteria_refseq]	68.2	132	42	0	398	3	5	136	7.77e-59	188
contig-100_4998	WP_147495682.1_[gene=cysA,souce=NCBI_bacteria_refseq]	60.2	128	50	1	395	15	101	228	4.96e-48	157
contig-100_5029	WP_109134798.1_[gene=cysE,souce=NCBI_bacteria_refseq]	64.6	130	46	0	392	3	314	443	1.51e-56	189
contig-100_5944	1124780.ANNU01000028_gene1002_[description=pta_ontology=COG0280_source=eggNOG]	64.2	123	44	0	369	1	77	199	4.05e-49	169
contig-100_5991	754436.JCM19237_476_[description=hpsN_ontology=COG0141_source=eggNOG]	60.7	122	45	1	2	367	132	250	1.77e-43	146
contig-100_6579	316067.Geob_2882_[description=pta_ontology=COG0280_source=eggNOG]	87.1	116	15	0	351	4	44	159	6.76e-65	211
contig-100_6786	1487923.DP73_20910_[description=dsrK_ontology=COG0247_source=eggNOG]	82.6	115	20	0	2	346	290	404	1.97e-65	209
contig-100_6845	WP_136007489.1_[gene=betA,souce=NCBI_bacteria_refseq]	63.0	100	34	1	3	302	469	565	6.86e-34	125
contig-100_7055	WP_047829216.1_[gene=dsrM,souce=NCBI_bacteria_refseq]	67.0	112	37	0	340	5	70	181	1.22e-49	162
contig-100_7305	387631.Asulf_02111_[description=aprA_ontology=COG1053_source=eggNOG]	74.5	110	28	0	3	332	169	278	6.11e-52	175
contig-100_7608	1216932.CM240_1368_[description=slcC_ontology=COG0111_source=eggNOG]	68.3	101	32	0	4	306	102	202	2.35e-41	140
contig-100_7746	1121430.JMLG01000003_gene659_[description=sat_ontology=COG2046_source=eggNOG]	71.3	108	31	0	1	324	103	210	4.45e-55	179
contig-100_7985	WP_051140348.1_[gene=pta,souce=NCBI_bacteria_refseq]	64.4	104	37	0	9	320	318	421	2.09e-38	135
contig-100_7996	387631.Asulf_02111_[description=aprA_ontology=COG1053_source=eggNOG]	66.0	106	36	0	319	2	436	541	5.71e-39	139
contig-100_8428	387631.Asulf_02111_[description=aprA_ontology=COG1053_source=eggNOG]	64.4	104	37	0	2	313	52	155	5.77e-42	147
contig-100_8496	397691415_[description=metC_ontology=COG0626_source=COG]	69.9	103	31	0	313	5	308	410	1.77e-44	151
contig-100_8523	1313301.AUGC01000007_gene649_[description=isfD_ontology=COG4221_source=eggNOG]	64.7	102	36	0	7	312	98	199	2.03e-46	152
contig-100_8665	385810717_[description=metC_ontology=COG0626_source=COG]	66.3	101	34	0	3	305	233	333	1.55e-43	147
contig-100_8676	1279038.KB907353_gene2308_[description=betB_ontology=COG1012_source=eggNOG]	68.6	86	27	0	48	305	47	132	6.99e-32	119
contig-100_8745	A0A3D3DAC4	94.1	102	6	0	2	307	25	126	4.20e-63	196
contig-100_9086	A0A538DG05	74.0	100	26	0	2	301	163	262	3.42e-42	148
contig-100_9356	6334.EFV56367_[description=mdh_ontology=COG0039_source=eggNOG]	68.7	99	31	0	1	297	387	485	1.28e-35	130
